,DESCRIPTION,PLAN_NO,PROJECT_NO,PURPOSE,ROW_NO,ROW_TYPE2,STATUS,WIDTH,YR
12364,PTN LT 3 PL 75185 (LT 9 PL LMP47120),LMP46662,7899-0033,Multiple Facilities,E2000-0200,Municipal Right of Way,Registered,1.5,2000
12365,N 10 FT LT 50 PL 33260,,,Drainage,E069-0008,Municipal Right of Way,Registered,3.048,1968
12366,PTN E 1/2 LT 7 PL 8226 ( LT 49 PL 63816),60740,A293,Multiple Facilities,E1980-0323,Municipal Right of Way,Registered,3,1981
12367,PTN LT 1 PL LMP31534,LMP31535,7891-0323,Multiple Facilities,E1994-0096,Municipal Right of Way,Registered,3,1997
12368,PTN LT A PL 13336(LTS 2-3 PL 85235),81231,7887-1390,Drainage,E1989-0189,Municipal Right of Way,Registered,0,1989
12369,PTN LT 88 BL 3 PL 529A,BCP3444,1797-3160,Multiple Facilities,E2002-0516,Municipal Right of Way,Registered,6,2003
12370,PTN LT A EP10204 (LT 2 PL 76694),75597,7886-5270,Sanitary,E1987-0407,Municipal Right of Way,Registered,3,1987
12371,W 8 FT LT 12 BLK 7 PL 15423,,2054-002,Multiple Facilities,E1986-0732,Municipal Right of Way,Registered,2.438,1955
12372,PTN PCL A EP 10371 (PL 51521),50021,4035,Multiple Facilities,E1976-0157,Municipal Right of Way,Registered,0,1976
12373,PTN LT 226 PL BCP6715,BCP6716,7802-0240,Multiple Facilities,E2003-0230,Municipal Right of Way,Registered,0.5,2003
12374,PTN (4 FT WIDE) LT 6 BLK F PL 16043,16089,2054-002,Multiple Facilities,E1986-0701,Municipal Right of Way,Registered,1.219,1955
12375,PTN LT 1 PL 18827 (LT 174-176 PL 68215),66898,7883-184,Drainage,E1983-0304,Municipal Right of Way,Registered,3,1984
12376,PTN L 253 PL56061,63576,A428,Drainage,E1981-0339,Municipal Right of Way,Registered,VAR,1981
12377,PTN LT 12 PL 25840,61788,A360,Drainage,E1981-0101,Municipal Right of Way,Registered,3,1981
12378,PTN LOT E PLAN 20342 (PLAN 47444),46545,2224,Multiple Facilities,E1974-0393,Municipal Right of Way,Registered,0,1974
12379,E 6 FT LT 32 PL 25324,,2054-002,Drainage,E1985-0464,Municipal Right of Way,Registered,1.829,1958
12380,PTN PCL C RP11730 (LT 30 PL 84744),82938,7888-0320,Multiple Facilities,E1989-0409,Municipal Right of Way,Registered,2.6,1989
12381,PTN LT 148 PL BCP6715,BCP6716,7802-0240,Multiple Facilities,E2003-0292,Municipal Right of Way,Registered,0.5,2003
12382,PTN LT 3 (697386E) PL 10754,EPP55909,7814-0030-00,Multiple Facilities,E2016-0082,Municipal Right of Way,Registered,0.5,2016
12383,PTN LT B PL 12745 (PL 71028 & LMS756),69956,7885-148,Multiple Facilities,E1985-0251,Municipal Right of Way,Registered,0,1985
12384,PTN LT 44 PL 28355 (LT 115 PL 50589),50588,2671,Sanitary,E1976-0116,Municipal Right of Way,Registered,3.048,1976
12385,PTN LT L PL 20235 (LT A PL 73540),73087,7886-3220,Multiple Facilities,E1986-1647,Municipal Right of Way,Registered,7.62,1987
12386,PTN LOT 24 PLAN 26129 (PLAN 70605),69484,7883-523,Multiple Facilities,E1985-0137,Municipal Right of Way,Registered,1,1985
12387,PTN REM LT A RP 11539,LMP49767,4899-407,Multiple Facilities,E2001-0084,Municipal Right of Way,Registered,0,2001
12388,PTN LT 3 (697386E) PL 10754,EPP55909,7814-0030-00,Water,E2016-0083,Municipal Right of Way,Registered,3.0,2016
12389,PTN LT 1 PL 8239 (LTS 17-20 PL LMP2923),LMP1693,7889-0298,Sanitary,E1991-0310,Municipal Right of Way,Registered,3,1991
12390,PTN LT B PL 10754,EPP55909,7814-0030-00,Water,E2016-0084,Municipal Right of Way,Registered,VAR,2016
12391,PTN LT REM J RP2260,BCP14593,4802-054,Multiple Facilities,E2004-0013,Municipal Right of Way,Registered,,2005
12392,W 2m LOT 4 PLAN 16581,,4805,Drainage,E1978-0162,Municipal Right of Way,Registered,2,1978
12393,PTN LT 7 PL 5325 (LT 9 PL 86727),86067,7889-0340,Public Access,E1990-0424,Municipal Right of Way,Registered,0,1990
12394,N 4 FT LT 14 BLK 1 PL 17900,,2054-002,Drainage,E1985-0374,Municipal Right of Way,Registered,1.219,1957
12395,PTN N1/2 LT 13 PL 8492,BCP12157,7803-0293,Public Access,E2004-0313,Municipal Right of Way,Registered,6.6,2004
12396,PTN Rem N 1/4 SEC 23 (LT 2 PL LMP32472),LMP33165,1296-002,Water,E1996-0034,Municipal Right of Way,Registered,3,1997
12397,E 4 FT LT 16 BLK 4 PL 17900,,2054-002,Multiple Facilities,E1985-0390,Municipal Right of Way,Registered,1.219,1957
12398,PTN LT 1 PL LMP38166,LMP39940,7897-0270,Public Access,E1998-0266,Municipal Right of Way,Registered,0,1999
12399,PTN LT A PL 79964 (NW2942),79965,7887-2600,Emergency,E1988-0347,Municipal Right of Way,Registered,6.096,1990
12400,PTN LT 8 PL LMP24916,LMP25594,7892-0609,Multiple Facilities,E1995-0258,Municipal Right of Way,Registered,0,1996
12401,N 5 FT LT 9 BLK 11 PL 15617,,2054-002,Multiple Facilities,E1986-0742,Municipal Right of Way,Registered,1.524,1955
12402,PTN LT 1 PL LMP50778,LMP51173,7801-0040,Drainage,E2001-0239,Municipal Right of Way,Registered,3.049,2001
12403,E 10 FT LT 54 PL 32077,,,Drainage,E1971-0133,Municipal Right of Way,Registered,3.048,1972
12404,PTN LT A PL 21870,BCP11510,7803-0156,Multiple Facilities,E2004-0264,Municipal Right of Way,Registered,0.5,2004
12405,PTN LT E EP11796 (GVS&DD)(PL 82870&84577,39527,2054-002,Sanitary,E1986-1120,Municipal Right of Way,Partial Release,3.048,1972
12406,PTN LT 45 PL 61029,LMP41946,7898-0178,Multiple Facilities,E1999-0260,Municipal Right of Way,Registered,0,1999
12407,PTN LT 41 PL BCP14927,BCP18678,7802-0358,Multiple Facilities,E2004-0485,Municipal Right of Way,Registered,0.5,2005
12408,PTN W 10 FT LT 114 PL 18493,15923,2054-002,Sanitary,E1986-0837,Municipal Right of Way,Registered,3.048,1958
12409,PTN LT 9 BLK M PL 469,52944,4515,Sanitary,E1977-0512,Municipal Right of Way,Registered,1.524,1977
12410,"PTN S 134 FT LT 26 PL1234(PL79319,79676)",78881,7888-0036,Multiple Facilities,E1988-0414,Municipal Right of Way,Registered,6,1988
12411,PTN LT 92 PL BCP14927,BCP18678,7802-0358-00,Multiple Facilities,E2004-0541,Municipal Right of Way,Registered,0.5,2005
12412,PTN N 10 FT LT 26 PL 2163 ( PL 55796 ),,3353,Sanitary,E1973-0074,Municipal Right of Way,Registered,3.048,1973
12413,PTN (4 FT WIDE) LT 15 BLK C PL 16043,16089,2054-002,Multiple Facilities,E1986-0629,Municipal Right of Way,Registered,1.219,1955
12414,N 25 FT LT 82 PL 42550,,2054-002,Drainage,E1986-0103,Municipal Right of Way,Registered,7.62,1955
12415,PTN L 16 PL8123,LMP17758,7892-0640,Passage,E1994-0175,Municipal Right of Way,Registered,1.0,1994
12416,PTN LT C RP3640 (LT 13 PL LMP47788),LMP42767,7897-0026,Sanitary,E1999-0300,Municipal Right of Way,Registered,5,1999
12417,PTN W 8 FT LT 15 BLK 3 PL 673,,3520,Sanitary,E1974-0306,Municipal Right of Way,Registered,2.438,1977
12418,PTN 4m WIDE LT 27 PL 59357 (PL 76095),75518,7885-4211,Multiple Facilities,E1987-0352,Municipal Right of Way,Registered,4,1987
12419,PTN LT 12 PL 1151 (GVS&DD),79137,2054-002,Sanitary,E1988-0656,Municipal Right of Way,Registered,7.62,1988
12420,PTN S 10 FT LT 50 PL 19698,,,Sanitary,E066-0046,Municipal Right of Way,Registered,3.048,1966
12421,PTN LT 8 BLK C PL 16043,16089,2054-002,Multiple Facilities,E1986-0622,Municipal Right of Way,Registered,1.219,1955
12422,PTN LT 13 PL 54452,86656,4789-954,Sanitary,E1989-0279,Municipal Right of Way,Partial Release,3,1991
12423,PTN LT 1 RP2820,BCP1273,4800-404,Multiple Facilities,E2001-0134,Municipal Right of Way,Registered,0,2002
12424,PTN LT 18 PL 25366,EPP68834,7812-0290-00,Multiple Facilities,E2016-0666,Municipal Right of Way,Initiated,13.0,2016
12425,PTN LT 16 PL 54452,EPP55333,7814-0107-00,Multiple Facilities,E2015-0511,Municipal Right of Way,Partial Release,9.0,2015
12426,PTN LT B PL PCL BK 12/704/6798F(LMP52454,LMP51176,7896-0294,Drainage,E2001-0250,Municipal Right of Way,Registered,0,2001
12427,PTN LT A PL 87436,LMP4574,5350-001,Sanitary,E1991-0106,Municipal Right of Way,Registered,3,1992
12428,PTN LT 38 PL 60048 (LMP46878),LMP46305,7895-0288,Multiple Facilities,E2000-0163,Municipal Right of Way,Registered,0,2000
12429,PTN LT A PL 1974,BCP18605,7804-0160,Multiple Facilities,E2005-0355,Municipal Right of Way,Registered,0.5,2005
12430,PTN LT 4 PL 454,BCP18150,4800-305,Drainage,E2005-0063,Municipal Right of Way,Registered,0,2005
12431,PTN LT 8 PL 1360,BCP19600,7804-0136,Multiple Facilities,E2005-0497,Municipal Right of Way,Registered,0.5,2005
12432,PTN LT 8 PL 1362,BCP19600,7804-0136,Multiple Facilities,E2005-0501,Municipal Right of Way,Registered,0.5,2005
12433,PTN LT 16 PL 54452,EPP62565,7814-0107-00,Multiple Facilities,E2016-0559,Municipal Right of Way,Initiated,0.5,2016
12434,PTN LT A PL 12102,BCP20097,7804-0112,Multiple Facilities,E2005-0457,Municipal Right of Way,Registered,0.7,2005
12435,PTN LT 23 PL LMP8972,LMP8974,7891-0192,Multiple Facilities,E1993-0024,Municipal Right of Way,Registered,0,1993
12436,PTN LT 2 PL 1360,BCP20547,7804-0132,Multiple Facilities,E2005-0546,Municipal Right of Way,Registered,0.5,2005
12437,PTN LT 1 PL 1360,BCP 20547,7804-0132,Multiple Facilities,E2005-0547,Municipal Right of Way,Registered,0.5,2005
12438,PTN LT 6,BCP21988,7804-0010,Multiple Facilities,E2006-0045,Municipal Right of Way,Registered,0.5,2006
12439,PTN CP PL NWS3287,BCP22129,5400-0060,Multiple Facilities,E2009-0118,Municipal Right of Way,Registered,5.18,1989
12440,PTN LT 10 PL 1673,BCP18655,7804-0039,Multiple Facilities,E2005-0343,Municipal Right of Way,Registered,0.5,2005
12441,PTN LT 33 PL 54939,BCP18749,7804-0153,Multiple Facilities,E2005-0381,Municipal Right of Way,Registered,0.5,2005
12442,PTN LT 1 PL LMP24571 (LMS2416),LMP24573,7894-0235,Multiple Facilities,E1995-0107,Municipal Right of Way,Registered,10.1,1995
12443,PTN L B PL70495,71249,7885-406,Public Access,E1986-0304,Municipal Right of Way,Registered,VAR,1986
12444,N 5 FT LT 7 BLK 11 PL 15617,,2054-002,Multiple Facilities,E1986-0740,Municipal Right of Way,Registered,1.524,1955
12445,PTN LT 4 EP17102 (LTS 1-4 PL LMP49696),LMP48676,7800-0154,Multiple Facilities,E2001-0034,Municipal Right of Way,Registered,0.5,2001
12446,PTN LT 1 PL 84055,84265,7887-5810,Public Access,E1990-0052,Municipal Right of Way,Registered,0,1990
12447,PTN LT 38 PL 2163 (LT 3 PL 70428),66093,7884-240,Public Access,E1984-0213,Municipal Right of Way,Registered,7.5,1984
12448,PTN LT 14 SEC 23 TP2 PL 11390,LMP46461,4899-001,Public Access,E2000-0129,Municipal Right of Way,Registered,6,2000
12449,PTN LT B PL 71130,BCP591,1702-3050,Sidewalk,E2002-0113,Municipal Right of Way,Registered,2,2002
12450,PTN LT 5 PL 12773 (LT 213 PL 56482),55766,9389,Drainage,E1978-0472,Municipal Right of Way,Registered,0,1978
12451,PTN N 80 FT LT 23 PL 1234 (LT13 PL79318),78312,7887-4020,Multiple Facilities,E1988-0316,Municipal Right of Way,Registered,1,1988
12452,PTN LT 142 PL 51445,LMP42853,3899-616,Public Access,E1999-0096,Municipal Right of Way,Registered,10.058,1999
12453,PTN LT 1 PL LMP3108,LMP3888,4891-1411,Drainage,E1991-0138,Municipal Right of Way,Registered,5,1993
12454,ALL OF LT 4 PL LMP14133 (HOOKED),LMP14134,7892-0291,Multiple Facilities,E1993-0489,Municipal Right of Way,Registered,0,1994
12455,PTN LT 15 PL 16789,39119,0214,Sanitary,E1970-0116,Municipal Right of Way,Registered,3.048,1971
12456,PTN LT 5 PL 79988,79989,2187-731,Multiple Facilities,E1988-0570,Municipal Right of Way,Registered,0,1988
12457,PTN Rem B RP 29 (LTS 11 & 12 PL 75319),74304,7886-2450,Multiple Facilities,E1987-0111,Municipal Right of Way,Registered,3.6,1987
12458,PTN Rem NE 1/4 NE 1/4 SEC 21 (PL75492),74525,7883-3580,Multiple Facilities,E1987-0152,Municipal Right of Way,Registered,2,1987
12459,PTN LT 10 PL 8239 (LT 22 PL 77948),77683,7886-5120,Multiple Facilities,E1988-0160,Municipal Right of Way,Registered,3,1988
12460,"PTN LT 1 PL LMP42537 (LMP47699, LMP52124",LMP46594,7899-0248,Multiple Facilities,E2000-0179,Municipal Right of Way,Registered,0,2000
12461,PTN LT 5 PL LMP42537,LMP46592,7999-0248,Multiple Facilities,E2001-0092,Municipal Right of Way,Registered,0,2000
12462,PTN LT 2 PL 32014 (LT 1 PL LMP50103),LMP49516,7897-0118,Multiple Facilities,E2001-0097,Municipal Right of Way,Registered,6,2001
12463,PTN W 4 FT LT 72 PL 16940,,2054-002,Sanitary,E1986-0217,Municipal Right of Way,Registered,1.219,1956
12464,PTN Rem 147 PL 66599 (LTS 89-90 PL79689),79009,7886-1621,Multiple Facilities,E1988-0433,Municipal Right of Way,Registered,0,1988
12465,PTN LT 34 PL 34311 (LT 46-47 PL 57288),57043,9370,Drainage,E1979-0122,Municipal Right of Way,Partial Release,5,1979
12466,PTN LT 165 PL BCP6715,BCP6716,7802-0240,Multiple Facilities,E2003-0274,Municipal Right of Way,Registered,0.5,2003
12467,"PTN LT 3 PL 79319 (PTN LT 9,10 PL 83763)",83763,7889-0084,Sanitary,E1988-0524,Municipal Right of Way,Registered,2,1990
12468,PTN LT 38 PL 60048 (LMP46878),LMP46305,7895-0288,Multiple Facilities,E2000-0153,Municipal Right of Way,Registered,0,2000
12469,PTN REM E 296 FT LT 16 PL 1057,BCP1242,7801-0108,Public Access,E2002-0455,Municipal Right of Way,Registered,0,2002
12470,PTN LOT 133 PLAN 47444,47445,2224,Public Access,E1974-0452,Municipal Right of Way,Registered,4.877,1974
12471,PTN LT 17 PL 26642,LMP53412,7801-0184,Drainage,E2002-0177,Municipal Right of Way,Registered,3,2002
12472,PTN S 1/2 N 1/2 LS4 SEC 16 TP8 (LMS2726),LMP18289,7891-0006,Multiple Facilities,E1994-0205,Municipal Right of Way,Registered,3,1995
12473,PTN LT 53  PL 53895 (LT 353-354 PL53895),58600,9204,Sanitary,E1980-0069,Municipal Right of Way,Registered,3,1980
12474,PTN S 5 FT LT 2 BLK 11 PL 15617,,2054-002,Multiple Facilities,E1986-0735,Municipal Right of Way,Registered,1.524,1955
12475,PTN LT 6 PL 14023,BCP21988,7804-0010,Multiple Facilities,E2006-0048,Municipal Right of Way,Registered,0.5,2006
12476,PTN LT 1 PL 11406 (LT 181 PL 67987),67804,7883-371,Public Access,E1984-0126,Municipal Right of Way,Registered,0,1984
12477,W 20 FT LT 248 PL 57918,,2054-002,Multiple Facilities,E1986-0297,Municipal Right of Way,Registered,6.096,1962
12478,PTN LT 3 PL 1809,BCP15689,7803-158,Multiple Facilities,E2005-0052,Municipal Right of Way,Registered,0.5,2005
12479,PTN LT B PL 13530,BCP11510,7803-0156,Multiple Facilities,E2004-0269,Municipal Right of Way,Registered,0.5,2004
12480,PTN LT 4 BCP7857,BCP8520,7802-0184,Multiple Facilities,E2003-0452,Municipal Right of Way,Registered,1.8,2003
12481,PTN N 1/2 LT B PL EP9456,BCP1310,7801-0201,Multiple Facilities,E2002-0449,Municipal Right of Way,Registered,0.5,2002
12482,PTN S 10 FT LT 1 PL 14627 ( PL 48172 ),,,Sanitary,E066-0005,Municipal Right of Way,Registered,3.048,1966
12483,PTN W 1/2 LT 5 PL 3240 (PL LMP44460),LMP43271,7897-0176,Multiple Facilities,E1999-0342,Municipal Right of Way,Registered,4.5,1999
12484,PTN LT 4 PL 14454,BCP11482,7803-0184,Multiple Facilities,E2004-0255,Municipal Right of Way,Registered,1,2004
12485,N 10 FT LT 11 PL 14362,,2054-002,Multiple Facilities,E1984-0290,Municipal Right of Way,Registered,3.048,1962
12486,PTN LT 10 PL 2885 (LT 5-7 PL 72930),72684,7886-3050,Drainage,E1986-1570,Municipal Right of Way,Registered,3,1986
12487,PTN E 20 FT LT 61 PL 33897 (NW4),,,Multiple Facilities,E068-0074,Municipal Right of Way,Registered,6.096,1968
12488,N 6 FT LT 6 PL 17802,,2054-002,Drainage,E1985-0366,Municipal Right of Way,Registered,1.829,1957
12489,PTN LT 7 PL 14222,,4788-851,Sanitary,E1988-0408,Municipal Right of Way,Registered,2,1990
12490,PTN PCL A Pl8827,49550,N/A,BC Hydro,N/A,Utility Right of Way,Registered,VAR,1976
12491,"PTN LT 35 PL 39168 (LT 11,12 PLLMP36661)",LMP35609,7896-0289,Drainage,E1997-0327,Municipal Right of Way,Registered,0,1997
12492,PTN LT 12 PL 3981,BCP7963,7802-0392,Multiple Facilities,E2003-0492,Municipal Right of Way,Initiated,1,2003
12493,PTN LT A PL 21870,BCP11510,7803-0156,Multiple Facilities,E2004-0260,Municipal Right of Way,Registered,0.5,2004
12494,N 1 FT LOT 5 PLAN 13517,,3221,Road,E1975-0211,Municipal Right of Way,Registered,0.305,1975
12495,PTN LT 2 PL 74432 (LT 1 PL 76743),76543,7887-5170,Sanitary,E1987-0537,Municipal Right of Way,Registered,0,1987
12496,PTN N 10 FT LT 66 PL 19777,,2054-002,Multiple Facilities,E1986-1227,Municipal Right of Way,Registered,3.048,1959
12497,PTN S 6 FT LT 87 PL 66406,,2054-002,Drainage,E1985-0423,Municipal Right of Way,Registered,1.829,1958
12498,PTN LOT 119 PLAN 69179,69182,2054-002,Public Access,E1985-0215,Municipal Right of Way,Registered,0,1985
12499,PTNS LT 4 PL 3270 (LTS 156/157 PL 48838),47792,3734,Multiple Facilities,E1975-0053,Municipal Right of Way,Registered,0.914,1975
12500,PTN LT 31 PL 69984 (PL 71210),71209,7885-170,Multiple Facilities,E1985-0321,Municipal Right of Way,Registered,4.5,1986
12501,PTN LT 34 PL 66113,LMP13734,7893-0067,Water,E1993-0495,Municipal Right of Way,Registered,3,1994
12502,PTN LT 49 PL 51698 (LTS 5-7 PL LMP3544),LMP2510,7890-0399,Drainage,E1991-0403,Municipal Right of Way,Registered,3,1992
12503,PTN LT A PL LMP9654 (LMS796),LMP9655,7890-0418,Public Access,E1992-0480,Municipal Right of Way,Registered,0,1993
12504,PTN LT C PL 23528,BCP12195,7802-0127,Multiple Facilities,E2004-0333,Municipal Right of Way,Registered,0.5,2004
12505,PTN S 6 FT Rem 2 PL 15599,,2054-002,Sanitary,E1987-0284,Municipal Right of Way,Registered,1.829,1955
12506,PTN LT H RP8547 (LT 1 PL LMP22073),55845,3822,Sanitary,E1978-0486,Municipal Right of Way,Registered,3,1978
12507,"PTN LT 12 PL36832(LMP19668,61171,LMS826)",48463,4010,Sanitary,E1975-0206,Municipal Right of Way,Registered,3.048,1977
12508,PTN E 6 FT LT 23 PL 19005,,,Sanitary,E065-0018,Municipal Right of Way,Registered,1.829,1965
12509,PTN LT 1 PL LMP50103,LMP52443,7897-0118,Multiple Facilities,E2001-0343,Municipal Right of Way,Registered,6,2002
12510,,25457,,BC Hydro,N/A,Utility Right of Way,,,
12511,PTN LT 42 PL 32657 (LT 10 PL LMP2487),LMP1645,7889-0323,Public Access,E1991-0302,Municipal Right of Way,Registered,0,1991
12512,PTN LT 4 PL LMP9871 (GVS&DD),87382,5350-001,Multiple Facilities,E1993-0178,Municipal Right of Way,Registered,25.9,1993
12513,PTNS W 1/2 LT 3 PL 1359 (PL 54007),53729,9147,Multiple Facilities,E1977-1187,Municipal Right of Way,Registered,1.524,1977
12514,PTN LT A PL LMP48497 (LT 1 PL BCP5612),LMP48500,7899-0044,Water,E2000-0308,Municipal Right of Way,Registered,0,2001
12515,N 10 FT LT 85 PL 20934,,2054-002,Multiple Facilities,E1986-0991,Municipal Right of Way,Registered,3.048,1959
12516,PTN LT B PL 10754,EPP55909,7814-0030-00,Multiple Facilities,E2016-0086,Municipal Right of Way,Registered,5.0,2016
12517,PTN LT 7 PL 5163,45389,3608,Drainage,E1973-0220,Municipal Right of Way,Registered,VAR,1975
12518,PTN LT 13 BLK U PL 469,69164,5350-001,Sanitary,E1984-0283,Municipal Right of Way,Registered,2,1985
12519,PTNS LT 6 PL 5488 (PL 46149 PL 57126),45121,3221,Multiple Facilities,E1974-0330,Municipal Right of Way,Registered,3.048,1974
12520,PTN LT A PL LMP51063 (PL BCP15256),LMP51064,7896-0026,Drainage,E2001-0225,Municipal Right of Way,Acquired,5,2001
12521,ALL OF LT A PL EPP33238,EPP33238,0910-30/193,Passage,E2013-0367,Municipal Right of Way,Registered,6.1,2013
12522,PTN LT 12 PL 7418,54236,4514,Sanitary,E1978-0014,Municipal Right of Way,Registered,5,1978
12523,PTN LT 2 PL LMP953 (LMP25910 & LMP32629),LMP24778,7894-0343,Drainage,E1995-0203,Municipal Right of Way,Registered,3,1995
12524,PTN LT 2 PL 11797,EC024-330,7800-0011,Multiple Facilities,E2003-0002,Municipal Right of Way,Registered,6,2003
12525,PTN LT C PL 17082 (LT 18 PL LMP1719),86060,7889-0406,Drainage,E1990-0435,Municipal Right of Way,Registered,3,1991
12526,PTN LT 101 PL BCP50624,EPP52113,7814-0135-00,Multiple Facilities,E2015-0394,Municipal Right of Way,Registered,0.5,2015
12527,S 3m LT 160 PL 56070,,D240,Drainage,E1982-0188,Municipal Right of Way,Registered,3,1982
12528,PTN LT 7 SEC 26 TP 2 PL 6486(PL BCP8348),BCP7261,7802-0337,Public Access,E2003-0451,Municipal Right of Way,Registered,0,2003
12529,PTN LT 10 PL 78541,78542,7886-6590,Multiple Facilities,E1988-0180,Municipal Right of Way,Registered,3,1988
12530,PTN (4 FT WIDE) LT 3 BLK G PL 16043,16089,2054-002,Multiple Facilities,E1986-0663,Municipal Right of Way,Registered,1.219,1955
12531,PTN LT 13 BK 5 PL 18643,18845,2054-002,Sanitary,E1986-0477,Municipal Right of Way,Registered,1.524,1958
12532,PTN LT 5 PL 7541,BCP18609,7803-0338,Multiple Facilities,E2005-0321,Municipal Right of Way,Registered,1,2005
12533,,300727C,N/A,Terasen Gas,N/A,Utility Right of Way,Registered,VAR,
12534,PTN LT 1 PL LMP20535,LMP48771,7800-0283,Water,E2001-0041,Municipal Right of Way,Initiated,2,9999
12535,PTN E 1/2 LT 27 PL 1142 (LT 85 PL 65940),64061,A419,Drainage,E1982-0080,Municipal Right of Way,Registered,3,1983
12536,PTN LT A PL 41690 (NW1609),53723,4399,Sanitary,E1977-0993,Municipal Right of Way,Registered,0,1977
12537,PTN LT 1 EP13832,LMP35300,7896-0270,Multiple Facilities,E1997-0280,Municipal Right of Way,Registered,6,1997
12538,PTN LT 8 PL 85101,85925,7887-1346,Drainage,E1990-0350,Municipal Right of Way,Registered,0,1990
12539,PTN S139FT N 1/2 LT4 PL1187(LT64 PL60895,60748,A312,Drainage,E1980-0321,Municipal Right of Way,Registered,3,1981
12540,PTN LT 13 PL LMP2240,LMP3006,7889-0571,Drainage,E1991-0415,Municipal Right of Way,Registered,0,1992
12541,PTN Rem 3 PL 7035 ( LT 2 & 3 PL 84331 ),82585,7888-0620,Drainage,E1989-0355,Municipal Right of Way,Registered,0,1989
12542,PTN Pcl E SW 1/4(LTS 1 - 3 PL 86918),86185,7888-0151,Public Access,E1990-0473,Municipal Right of Way,Registered,3.442,1990
