,ADJACENT_LAND_USE_RATING,BARCODE,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DEDICATED_URBAN_FOREST,DESCRIPTION,ESA_RANKING,EXPOSED_EDGE_LENGTH_M,FACILITYID,FOREST_AGE_CLASS,FOREST_TYPE,FRAGMENTATION_RATING,HOUSE_NO,INSERVICE_COST,INSERVICE_DATE,ISOLATION_RATING,LEGACYID,LOCATION,MAINTAINED_EDGE_LENGTH_M,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MODEL,MOD_DATE,NATURAL_AREA_TYPE,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,PARK_NAME,PARK_OWNERSHIP,RIGHT_OF_WAY,RIPARIAN_AREA,ROAD_CODE,SERIAL_NO,SERVICE_LEVEL,STATUS,STATUS_DATE,TRAIL_PRESENT,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WORK_ASSIGNMENT,YRS_LIFE_EXPECTANCY
407,3,,Did not ground truth E. edge of main stand or otherstands w/in private residence; main stand is coniferous but substantial young decid. stands exist  ,,,,N,"Forest; Serpentine Heights Park, 16151 92 Ave",0,457,1001438701,Mature,Mixed,0,16151,0,,2,0711-000000559,E. side of park,86,PARKS,,035,,20121016,Forest-mixed,"Serpentine Heights Park, 16151 92 Ave",Park,PARKS,Serpentine Heights Park,,N,N,09200,,,OPERATING,20040824114800,N,,,,,
408,1,,Recent riparian planted area around ponds will become natural area in the future. ,,,,N,"Forest; Guildford Heights Park, 10310 154 St",0,1887,1001438708,Mature,Mixed,4,10310,0,,3,0711-000000225,Scattered throughout park,,Parks,,024,,20121016,Forest-mixed,"Guildford Heights Park, 10310 154 St",Park,Parks,Guildford Heights Park,,N,Y,15400,,,OPERATING,20020718090200,Y,,,,,
409,2,,,,,,N,"Forest; Lionel Courchene Park, 9900 - 154 St",2,637,1001438709,Mature,Mixed,0,09900,0,,3,0711-000000053,Strip along S. edge. and at E. end,,PARKS,,024,,20121016,Forest-mixed,"Lionel Courchene Park, 9900 154 St",Park,PARKS,Lionel Courchene Park,,N,N,15400,,,OPERATING,,N,,,,,
410,3,,,,,20130720,N,"Forest; 71Q - Neighbourhood Park, 12998 57B Ave",0,311,1001606920,Mature,Coniferous,0,12998,,20130118,3,,entire lot,137,Parks,,071,,20161220,Forest-coniferous,"71Q - Neighbourhood Park, 12998 57B Ave",Park,Parks,71Q - Neighbourhood Park,,N,N,05750,,,OPERATING,,N,,,,,
411,0,,UFEP,,,20161206,N,"Forest; 62R - Greenbelt, 13810 Hyland Rd",2,259,1001899136,Mature,Mixed,4,13810,,20160814,2,1001781252,entire lot,108,Parks,,062,,20161206,Forest-mixed,"62R - Greenbelt, 13810 Hyland Rd",Park,Parks,62R - Greenbelt,,N,Y,06740,,,OPERATING,,N,,,,,
412,2,,encroachment at north end  ,,,,N,"Forest; 43A - Greenbelt, 14464 84 Ave",0,515,1001439099,Mature,Deciduous,0,14464,0,,2,0711-000000293,Whole lot,,PARKS,,043,,20170126,Forest-deciduous,"43A - Greenbelt, 14464 84 Ave",Park,PARKS,43A - Greenbelt,,N,Y,08400,,,OPERATING,20040820151900,N,,,,,
413,1,,Scotch broom is the main invasive spp. ,,,,N,"Forest; 121O - Detention Pond, 1649 Amble Greene Dr",2,72,1001438981,Mature,Deciduous,4,01649,0,,1,0711-000000213,W. side,,Parks,,121,,20161207,Forest-deciduous,"121O - Detention Pond, 1649 Amble Greene Dr",Park,Parks,121O - Detention Pond,,Y,N,13207,,,OPERATING,20020718075800,Y,,,,,
414,1,,See map for yard waste and invasive spp. locations. ,,,,N,"Forest; Bonaccord Creek Park, 14365 108 Ave",0,500,1001438987,Mature,Mixed,0,14365,0,,4,0711-000000174,Most of park,,Parks,,012,,20121016,Forest-mixed,"Bonaccord Creek Park, 14365 108 Ave",Park,Parks,Bonaccord Creek Park,,Y,Y,10800,,,OPERATING,20010830102600,N,,,,,
415,1,,"Many mature to overmature decidous trees present; see map for invasive spp., yard waste and refuse locations; significant Acer macrophyllum present as well. ",,,,N,"Forest; 146A - Neighbourhood Park, 225 171 St",1,746,1001438991,Mature,Mixed,0,00225,0,,4,0711-000000161,Most of park,,Parks,,146,,20121016,Forest-mixed,"146A - Neighbourhood Park, 225 171 St",Park,Parks,146A - Neighbourhood Park,,N,Y,17100,,,OPERATING,20010827122100,N,,,,,
416,3,,"Dying cottonwoods in N.E.; Him. bb. w/in stands; several young stands; see map for refuse, etc. locations ",,,,N,"Forest; Brownsville Bar Park, 11931 Old Yale Road",1,718,1001438993,Young,Mixed,0,11931,0,,3,0711-000000443,Various locat's,,PARKS,,009,,20121016,Forest-mixed,"Brownsville Bar Park, 11931 Old Yale Road",Park,PARKS,Brownsville Bar Park,,Y,N,80103,,,OPERATING,20040823151400,N,,,,,
417,1,,Himal. bl. bry. w/in frst.; English ivy starting to creep in from  ,,,,N,"Forest; Cedar Hills Park, 12761 97A Ave",2,213,1001438994,Mature,Mixed,0,12761,0,,3,0711-000000447,Most of lot except N. part,,PARKS,,020,,20121016,Forest-mixed,"Cedar Hills Park, 12761 97A Ave",Park,PARKS,Cedar Hills Park,,Y,N,09750,,,OPERATING,20040823152300,Y,,,,,
418,1,,,,,,N,"Forest; 16A - Greenbelt, 10498 171 St",0,1309,1001439167,Mature,Deciduous,0,10498,0,,3,0711-000000185,All of park,63,PARKS,,016,,20161220,Forest-deciduous,"16A - Greenbelt, 10498 171 St",Park,PARKS,16A - Greenbelt,,N,Y,17100,,,OPERATING,20040820100400,N,,,,,
419,,,,,,,,,,,1001910348,,,,,,,,,,,,,,,,Forest-deciduous,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,,1001910350,,,,,,,,,,,,,,,,Forest-deciduous,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,1001910349,,,,,,,,,,,,,,,,Forest-deciduous,,,,,,,,,,,,,,,,,,
422,1,,,,,20110712,N,"Shrubland; 34B - Utility ROW, 15816 95A Ave",1,144,1001439269,,,0,15816,0,,1,0711-000001123,centre of site,40,Parks,,034,,20170228,Shrubland,"34B - Utility ROW, 15816 95A Ave",Park,Parks,34B - Utility ROW,,Y,N,09550,,,OPERATING,20110712084200,N,,,,,
423,2,,Concentrated areas of invasive species (see map).  ,,,,N,"Forest; Cedar Grove Park, 10222 141 St",2,737,1001438815,Mature,Mixed,2,10222,0,,4,0711-000000446,Most of park,,PARKS,,022,,20180607,Forest-mixed,"Cedar Grove Park, 10222 141 St",Park,PARKS,Cedar Grove Park,,Y,N,14100,,,OPERATING,20040823152100,Y,,,,,
424,3,,Severe refuse dumping from restaurant parking lot in E. and thru. out lot and in stream; large yd. wst. piles from apartment complex in W. slumping into stream; English ivy in stream and elsewhere and other invas.'s present ,,,,N,"Forest; 21G - Greenbelt, 9679 King George Blvd",2,139,1001438989,Mature,Deciduous,0,09679,0,,4,0711-000000191,Whole lot,,PARKS,,021,,20121016,Forest-deciduous,"21G - Greenbelt, 9679 King George Blvd",Park,PARKS,21G - Greenbelt,,Y,Y,13601,,,OPERATING,20040820101700,N,,,,,
425,1,,Encroachment w/ fire pit from lot 14224 in N.; 4-5m3 yd wst from same; dense black bry. in N. and W. ,,,,N,"Forest; 42P - Greenbelt, 8261 142B St",2,329,1001438990,Mature,Deciduous,4,08261,0,,4,0711-000000292,Most of lot,,PARKS,,042,,20121016,Forest-deciduous,"42P - Greenbelt, 8261 142B St",Park,PARKS,42P - Greenbelt,,N,N,14270,,,OPERATING,20040820151700,Y,,,,,
426,2,,Serious ivy problem in forest surrounding riparian area. ,,,,N,"Forest; 33M - Detention Pond, 9184 144 St",0,208,1001438995,Mature,Deciduous,0,09184,0,,3,0711-000000274,N. end,,PARKS,,033,,20121016,Forest-deciduous,"33M - Detention Pond, 9184 144 St",Park,PARKS,33M - Detention Pond,,Y,Y,14400,,,OPERATING,20040820141800,N,,,,,
427,2,,A tree fort has been built in park and there is one area with significant refuse dumping (see map for locations).  ,,,,N,"Forest; 32Q - Greenbelt, 14340 90 Ave",0,636,1001438996,Mature,Deciduous,0,14340,0,,4,0711-000000272,Most of park,,PARKS,,032,,20121016,Forest-deciduous,"32Q - Greenbelt, 14340 90 Ave",Park,PARKS,32Q - Greenbelt,,Y,Y,09000,,,OPERATING,20040820141300,Y,,,,,
428,1,,"Some vegetable planters left at N. end of park, as well as yard waste (see map). ",,,,N,"Forest; 42F - Greenbelt, 14338 86a Ave",0,1123,1001438999,Mature,Deciduous,0,14338,0,,4,0711-000000288,Most of park,,PARKS,,042,,20121016,Forest-deciduous,"42F - Greenbelt, 14338 86a Ave",Park,PARKS,42F - Greenbelt,,Y,Y,08650,,,OPERATING,20040820150800,N,,,,,
429,2,,Small stand w/ prevalent Himal. bl. bry. and invas. ivy in underst.    ,,,,N,"Forest; 124A - Detention Pond, 2145 153 St",2,58,1001439005,Mature,Deciduous,0,02145,0,,2,0711-000000139,N. portion of park,,PARKS,,124,,20121016,Forest-deciduous,"124A - Detention Pond, 2145 153 St",Park,PARKS,124A - Detention Pond,,N,N,15300,,,OPERATING,20040820082000,N,,,,,
430,2,,,,,20091211,N,"Shrubland; 102G - Greenbelt, 3711 Elgin Rd",1,720,1001439241,,,1,03711,0,,2,0711-000001100,along water edge of site and triangle at W end of siteq,378,Parks,,102,,20121016,Shrubland,"102G - Greenbelt, 3711 Elgin Rd",Park,Parks,102G - Greenbelt,,Y,Y,14325,,,OPERATING,20091211143400,N,,,,,
431,1,,,,,20100114,N,"Grassland; 57A - Greenbelt, 7347 181 St",1,706,1001439242,,,0,07347,0,,1,0711-000001101,throughout site,,Parks,,057,,20121016,Grassland,"57A - Greenbelt, 7347 181 St",Park,Parks,57A - Greenbelt,,N,Y,18100,,,OPERATING,20100114113500,N,,,,,
432,2,,,,,20100218,N,"Grassland; 46G - Greenbelt, 8181 172 St",1,218,1001439243,,,0,08181,0,,3,0711-000001102,at S section of 17122 82 Ave,0,Parks,,046,,20121016,Grassland,"46G - Greenbelt, 8181 172 St",Park,Parks,46G - Greenbelt,,N,N,17200,,,OPERATING,20100218135500,N,,,,,
433,2,,See notes on map; much invasive species but low priority in UROW; includes lot 7812 125 St (not listed) ,,,,N,"Forest; 50B - Utility ROW, 12586 80 Ave",2,256,1001438771,Young,Deciduous,0,12586,0,,2,0711-000000333,Few sections on E. side and larger stand to W. of ROW at 78 Ave,,PARKS,,050,,20121016,Forest-deciduous,"50B - Utility ROW (Serpentine Dog-Off-Leash Park), 12586 80 Ave",Park,PARKS,50B - Utility ROW,,Y,N,08000,,,OPERATING,20040823100800,Y,,,,,
434,1,,See map for yard waste and invasive spp. locations. ,,,,N,"Forest; Briarwood Park, 9735 156 St",2,491,1001438772,Young,Deciduous,0,09735,0,,2,0711-000000439,Scattered around centre of park.,,PARKS,,024,,20121016,Forest-deciduous,"Briarwood Park, 9735 156 St",Park,PARKS,Briarwood Park,,N,N,15600,,,OPERATING,20040823150600,N,,,,,
435,1,,"A lot of Himalayan blackberry in the forest, as well as dead nettle and ivy; also a lot of refuse in stream; sign at K. George entrance to T2 says Quibble Creek Greenbelt. ",,,,N,"Forest; 32E - Greenbelt, 13720 92 Ave",0,2312,1001438775,Mature,Deciduous,2,13720,0,,4,0711-000000265,Most of park,,PARKS,,032,,20121016,Forest-deciduous,"32E - Greenbelt, 13720 92 Ave",Park,PARKS,32E - Greenbelt,,Y,Y,09200,,,OPERATING,20040820133700,Y,,,,,
436,3,,Minor cedar regen.; 2 private residences on lot; large ground fort used by one resident is their liability  ,,,20161108,N,"Forest; Corrigan Park, 5921 126 St",2,1874,1001896262,Mature,Coniferous,3,05921,,20160715,4,,Most of lot,163,Parks,,070,,20170301,Forest-coniferous,"Corrigan Park, 5921 126 St",Park,Parks,Corrigan Park,,N,N,12600,,,OPERATING,,Y,,,,,
437,3,,,,,20081215,N,"Forest; Oliver Park, 15958 28 Ave",1,574,1001439188,Young,Mixed,4,15940,0,,3,0711-000001053,throughout site,117,Parks,,114,,20160525,Forest-mixed,"Oliver Park, 15958 28 Ave",Park,Parks,Oliver Park,,Y,Y,02800,,,OPERATING,20081215162700,Y,,,,,
438,4,,,,,20180119,N,"Forest; Port Kells Park, 19340 88 Ave",0,2423,1001981047,Mature,Deciduous,0,19340,0,,2,1001438712,Most of park,97,PARKS,,049,,20180119,Forest-deciduous,"Port Kells Park, 19340 88 Ave",Park,PARKS,Port Kells Park,,Y,Y,08800,,,OPERATING,20040824105600,Y,,,,,
439,4,,,,,20180119,N,"Forest; Port Kells Park, 19340 88 Ave",0,2423,1001981041,Mature,Deciduous,0,19340,0,,2,1001438712,Most of park,97,PARKS,,049,,20180119,Forest-deciduous,"Port Kells Park, 19340 88 Ave",Park,PARKS,Port Kells Park,,Y,Y,08800,,,OPERATING,20040824105600,Y,,,,,
440,2,,,,,20090211,N,"Forest; Bonaccord Park, 14962 - 98 Ave",2,486,1001439191,Mature,Mixed,0,14962,0,,4,0711-000000046,N.W. corner and W. edge.,,PARKS,,023,,20121016,Forest-mixed,"Bonaccord Park, 14962 98 Ave",Park,PARKS,Bonaccord Park,,N,N,09800,,,OPERATING,,N,,,,,
441,2,,,,,20090305,N,"Forest; 14B - Greenbelt, 10794 159 St",0,281,1001439192,Mature,Mixed,0,10794,0,,3,0711-000001055,throughout site,112,Parks,,014,,20121016,Forest-mixed,"14B - Greenbelt, 10794 159 St",Park,Parks,14B - Greenbelt,,N,Y,15900,,,OPERATING,20090305084400,N,,,,,
442,2,,,,,20090528,N,"Forest; 62Q - Greenbelt, 6417 136a St",0,176,1001439197,Mature,Mixed,3,06417,0,,3,0711-000001059,throughout west portion of site,66,Parks,,062,,20121016,Forest-mixed,"62Q - Greenbelt, 6417 136a St",Park,Parks,62Q - Greenbelt,,N,Y,13650,,,OPERATING,20090528074800,Y,,,,,
443,3,,,,,20090908,N,"Forest; 16C - Greenbelt, 16974 106 Ave",2,98,1001439204,Mature,Mixed,0,16974,0,,3,0711-000001066,all of site,0,Parks,,016,,20121016,Forest-mixed,"16C - Greenbelt, 16974 106 Ave",Park,Parks,16C - Greenbelt,,N,N,10600,,,OPERATING,20090908092500,N,,,,,
444,3,,Tree fort across from 13441.  Minimal understory vegetation ,,,,N,"Forest; Island, 13469 17 Ave",2,167,1001439010,Mature,Mixed,0,13469,0,20010313,4,0711-000001032,Whole Island,,Parks,,121,,20121016,Forest-mixed,Island - 13469 17 Ave,,Parks,Island - 13469 17 Ave,,N,N,01700,,,OPERATING,20040826141400,N,,,,,
445,3,,Minor lamium and blackberry. ,,,,N,"Forest; Island, 13363 17a Ave",2,206,1001439013,Mature,Mixed,0,13363,0,20010313,4,0711-000001031,Whole Island,,Parks,,121,,20121016,Forest-mixed,Island - 13363 17a Ave,,Parks,Island - 13363 17A Ave,,N,N,01750,,,OPERATING,20040826141300,N,,,,,
446,3,,,,,,N,"Forest; Island, 13539 18 Ave",2,160,1001439014,Mature,Mixed,0,13539,0,20010313,4,0711-000001033,Whole Island,,Parks,,121,,20121016,Forest-mixed,Island - 13539 18 Ave,,Parks,Island - 13539 18 Ave,,N,N,01800,,,OPERATING,20040826141900,N,,,,,
447,1,,,,,,N,"Forest; Sullivan Heights Park, 6322 144 St",0,1322,1001439015,Young,Mixed,0,06322,0,,2,0711-000000563,Eastern portion of site and around pond,930,Parks,,073,,20121016,Forest-mixed,"Sullivan Heights Park, 6322 144 St",Park,Parks,Sullivan Heights Park,,N,Y,14400,,,OPERATING,20040824115600,Y,,,,,
448,1,,Shrubland and grassland present.  Yard waste piles at NE corner  ,,,,N,"Forest; 112G - Greenbelt, 2580 137 St",1,533,1001439017,Mature,Mixed,0,02580,0,,3,0711-000000063,1,,PARKS,,112,,20121016,Forest-mixed,"112G - Greenbelt, 2580 137 St",Park,PARKS,112G - Greenbelt,,N,N,13700,,,OPERATING,20040819135400,N,,,,,
449,2,,Construction garbage at E edge.  Cattails throughout,,,,N,"Forest; 82A - Greenbelt, 13665 55a Ave",0,258,1001439020,Mature,Mixed,0,13665,0,,3,0711-000000164,Whole lot,,Parks,,082,,20121016,Forest-mixed,"82A - Greenbelt, 13665 55a Ave",Park,Parks,82A - Greenbelt,,N,N,05550,,,OPERATING,20010828132700,N,,,,,
450,2,,New houses are being built on NW edge ,,,,N,"Forest; 25G - Greenbelt, 16089 96a Ave",0,616,1001439025,Mature,Mixed,0,16089,0,,2,0711-000000246,Whole lot,,PARKS,,025,,20121016,Forest-mixed,"25G - Greenbelt, 16089 96a Ave",Park,PARKS,25G - Greenbelt,,N,Y,09650,,,OPERATING,20040820110800,N,,,,,
451,1,,"English ivy on grnd. and up trees in N.; cedar, hemlock, grand fir regen.;  few over-mature firs, big-leaf maples; large yd. wst. pile, ivy and dead nettle in far S. area    ",,,,N,"Forest; 135G - Greenbelt, 16312 9 Ave",0,663,1001439038,Mature,Mixed,0,16312,0,,4,0711-000000208,Whole lot,,PARKS,,135,,20121016,Forest-mixed,"135G - Greenbelt, 16312 9 Ave",Park,PARKS,135G - Greenbelt,,Y,Y,00900,,,OPERATING,20040820085900,N,,,,,
452,3,,"Private land encroachment at North end of park. Park consists of 3 parcels, 2 are small, the other follows along the riparian area. ",,,,N,"Forest; 60E - Utility ROW, 12485 69a Ave",0,747,1001439078,Young,Deciduous,4,12485,0,,4,0711-000000356,Various locations in lots,,Parks,,060,,20180105,Forest-deciduous,"60E - Utility ROW, 12485 69a Ave",Park,Parks,60E - Utility ROW,,N,Y,06950,,,OPERATING,20040823110200,N,,,,,
453,3,,,,,20170301,N,"Shrubland; 60E - Utility ROW, 12485 69a Ave",0,1200,1001910573,,,4,12485,,20170301,4,,around lakes,1089,Parks,,060,,20180105,Shrubland,"60E - Utility ROW, 12485 69a Ave",Park,Parks,60E - Utility ROW,,Y,Y,06950,,,OPERATING,,N,,,,,
454,2,,,,,20110505,N,"Forest; Semiahmoo Trail Park Retention Pond Grounds, 3132 Semiahmoo Trail",0,358,1001439253,Mature,Mixed,0,03132,0,,3,0711-000001108,forest along south and west sides of site,287,Parks,,113,,20180607,Forest-mixed,"Semiahmoo Trail Park Retention Pond Grounds, 3132 Semiahmoo Trail",Land,Parks,Semiahmoo Trail Park Retention Pond Grounds,,N,Y,14795,,,OPERATING,20110505161000,N,,,,,
455,2,,,,,,,"Grassland; 4F - Community Park, 11265 156 St",0,,1001717087,,,0,11265,,,2,0711-000001127,throughout site,,Parks,,004,,20140113,Grassland,"4F - Community Park, 11265 156 St",Park,Parks,4F - Community Park,,,,15600,,,OPERATING,,,,,,,
456,4,,"Bad invasive species problem, including ivy.  ",,,20150818,N,"Forest; Royal Kwantlen Park, 13035 104 Ave",1,1249,1001834824,Mature,Mixed,4,13035,0,,4,1001438801,S. half of park,,PARKS,,011,,20180607,Forest-mixed,"Royal Kwantlen Park, 13035 104 Ave",Park,PARKS,Royal Kwantlen Park,,N,N,10400,,,OPERATING,20040824113100,Y,,,,,
457,2,,,,,,N,"Forest; Wills Brook Park, 15999 28 Ave",,1268,1002099385,Mature,Mixed,3,15999,,20180628,0,,throughout park,406,Parks,,114,,20180709,Forest-mixed,"Wills Brook Park, 15999 28 Ave",Park,Parks,Wills Brook Park,,Y,Y,02800,,0,OPERATING,,Y,,,,,
458,2,,Pair of flickers spotted in the park.  Originally inventoried as 124D  ,,,,N,"Forest; Jessie Lee Park, 15557 20 Ave",2,615,1001439006,Mature,Deciduous,1,15557,0,,3,0711-000000220,Whole lot,,PARKS,,124,,20121016,Forest-deciduous,"Jessie Lee Park, 15557 20 Ave",Park,PARKS,Jesse Lee Park,,N,N,02000,,,OPERATING,20040820090800,Y,,,,,
459,2,,Some lamium and yard waste in S. most forest area. ,,,,N,"Forest; Davidson Park, 9905 157 St",2,193,1001438892,Mature,Coniferous,0,09905,0,,3,0711-000000237,Small fragmented stands at N. and S. ends of park.,,PARKS,,024,,20130613,Forest-coniferous,"Davidson Park, 9905 157 St",Park,PARKS,"Davidson Park, 9905 157 St",,Y,N,15700,,,OPERATING,20040820103700,N,,,,,
460,2,,"Forest fragmented other than main stands; ground compaction in areas (see map);english ivy, holly in S. stand; regen. fir, cedar, hemlock w/in some fragmented stands; see map for more notes ",,,,N,"Forest; Boundary Park, 6058 Boundary Dr West",1,2221,1001438740,Mature,Coniferous,3,06058,0,,4,0711-000000438,"Main stand in N., various other sections",,PARKS,,070,,20121016,Forest-coniferous,"Boundary Park, 6058 Boundary Dr West",Park,PARKS,Boundary Park,,Y,N,12155,,,OPERATING,20040823150500,Y,,,,,
461,2,,Invas. blk. bry. climbing trees ,,,,N,"Forest; 112F - Greenbelt, 14298 31 Ave",2,118,1001438743,Mature,Coniferous,0,14298,0,,3,0711-000000062,Various stands,,PARKS,,112,,20121016,Forest-coniferous,"112F - Greenbelt, 14298 31 Ave",Park,PARKS,112F - Greenbelt,,N,N,03100,,,OPERATING,20040819134500,N,,,,,
462,3,,,,,,N,"Forest; Ridgeview Park, 16592 109A Ave",0,897,1001438745,Mature,Coniferous,4,16592,0,,2,0711-000000206,SW portion of site,,Parks,,015,,20140110,Forest-coniferous,"Ridgeview Park, 16592 109A Ave",Park,Parks,Ridgeview Park,,N,N,10950,,,OPERATING,20011211084000,Y,,,,,
463,1,,"Yard waste alongside T3, the trail leading from the walkway in the E. ",,,,N,"Forest; Barry Mather Park, 15039 92A Ave",2,1009,1001438809,Mature,Coniferous,2,15039,0,,4,0711-000000420,Most of park,,PARKS,,033,,20121016,Forest-coniferous,"Barry Mather Park, 15039 92A Ave",Park,PARKS,Barry Mather Park,,N,N,09250,,,OPERATING,20040823142700,Y,,,,,
464,4,,,,,,N,"Forest; 103E - Greenbelt, 3481 147a St",0,537,1001439162,Mature,Coniferous,0,03481,0,,3,0711-000000583,most of site,,Parks,,103,,20161114,Forest-coniferous,"103E - Greenbelt, 3481 147a St",Park,Parks,103E - Greenbelt,,N,Y,14750,,,OPERATING,20061207153900,N,,,,,
465,2,,A lot of fallen trees in the park. ,,,,N,"Forest; Bog Park - 21D, 9740 130 St",2,1256,1001896342,Mature,Mixed,3,09740,,20160714,4,,Most of lot,151,Parks,,021,,20161221,Forest-mixed,"Bog Park - 21D, 9740 130 St",Park,Parks,Bog Park,,N,N,13000,,,OPERATING,,Y,,,,,
466,2,,,,,20110615,N,"Forest; 24H - Greenbelt, 9746 156 St",2,343,1001439262,Mature,Deciduous,0,09746,0,,3,0711-000001118,several pockets throughout site,,Parks,,024,,20161221,Forest-deciduous,"24H - Greenbelt, 9746 156 St",Park,Parks,24H - Greenbelt,,Y,N,15600,,,OPERATING,20110615114500,N,,,,,
467,2,,,,,20081209,N,"Forest; Rosemary Heights Park, 3514 154 St",1,86,1001439180,Young,Coniferous,4,03514,0,,2,0711-000001044,throughout east portion of site,,Parks,,104,,20130806,Forest-coniferous,"Rosemary Heights Park, 15333 34 Ave",Park,Parks,Rosemary Heights Park,,N,N,15400,,,OPERATING,20081209073800,Y,,,,,
468,2,,,,,20130721,N,"Forest; 114E - Greenbelt, 15414 31 Ave",0,1886,1001606934,Mature,Deciduous,2,15414,,20130204,2,,Entire lot,0,Parks,,114,,20161221,Forest-deciduous,"114E - Greenbelt, 15414 31 Ave",Park,Parks,114E - Greenbelt,,N,Y,03100,,,OPERATING,,Y,,,,,
469,3,,,,,20090908,N,"Forest; 15O - Greenbelt, 16549 104 Ave",2,99,1001439203,Mature,Coniferous,0,16549,0,,3,0711-000001065,centre of site,99,Parks,,015,,20121016,Forest-coniferous,"15O - Greenbelt, 16549 104 Ave",Park,Parks,15O - Greenbelt,,N,N,10400,,,OPERATING,20090908090900,N,,,,,
470,2,,Recent plantings under a mature tree or two.,,,,N,"Forest; Rosemary Heights Park, 15333 34 Ave",1,88,1001438763,Young,Coniferous,4,15333,0,,2,0711-000000195,"3 areas within park addition, two in north, one in south. near 15323 34 ave",,Parks,,104,,20140110,Forest-coniferous,"Rosemary Heights Park, 15333 34 Ave",Park,Parks,Rosemary Heights Park,,N,N,03400,,,OPERATING,20060410132100,N,,,,,
471,3,,Minimal understory ,,,,N,"Forest; Island, 13198 Amble Greene Cl",2,117,1001439011,Mature,Coniferous,0,13198,0,20010313,4,0711-000001030,most of island,,Parks,,121,,20121016,Forest-coniferous,Island - 13198 Amble Greene Cl,,Parks,Island - 13198 Amble Greene Close,,N,N,01679,,,OPERATING,20040826141100,N,,,,,
472,3,,Minimal understory ,,,,N,"Forest; Island, 13561 19 Ave",2,90,1001439012,Mature,Coniferous,0,13561,0,20010313,4,0711-000001034,Majority of island,,Parks,,121,,20121016,Forest-coniferous,Island - 13561 19 Ave,,Parks,Island - 13561 19 Ave,,N,N,01900,,,OPERATING,20040826142100,N,,,,,
473,1,,Yard waste along E edge.  Moderate understory vegetation.  One unsanctioned trail. ,,,,N,"Forest; 99A - Greenbelt, 4503 196 St",1,542,1001439016,Mature,Coniferous,0,04503,0,,1,0711-000000412,Whole lot,,PARKS,,099,,20121016,Forest-coniferous,"99A - Greenbelt, 4503 196 St",Park,PARKS,99A - Greenbelt,,N,N,19600,,,OPERATING,20040823140500,N,,,,,
474,2,,Possible encroachment on 28 Ave.  Major pockets of invasives at South end with minor throughout.. ,,,,N,"Forest; 112A - Greenbelt, 13725 28 Ave",0,5034,1001899245,Mature,Coniferous,0,13725,,20161205,4,,whole lot,4,Parks,,112,,20161221,Forest-coniferous,"112A - Greenbelt, 13725 28 Ave",Park,Parks,112A - Greenbelt,,N,N,02800,,,OPERATING,,N,,,,,
