,TEMPEST_ACCOUNT_NO,HOUSE_NO,STREET,CRE_DATE,MOD_DATE,Latitude,Longitude
7709,374978,13455,83A AVE,,,49.154718,-122.849588
7710,374980,13449,83A AVE,,,49.154717,-122.849848
7711,374983,13434,81B AVE,,,49.151121,-122.850302
7712,374985,13431,83A AVE,,,49.154715,-122.850367
7713,374987,13423,83A AVE,,,49.154714,-122.850616
7714,374988,13415,83A AVE,,,49.154713,-122.850853
7715,374991,13407,83A AVE,,,49.154712,-122.851093
7716,374993,8302,134 ST,,,49.153628,-122.851128
7717,374997,8322,134 ST,,,49.153988,-122.851128
7718,375000,8330,134 ST,,,49.154167,-122.851130
7719,375001,13408,83A AVE,,,49.154473,-122.851054
7720,375003,13416,83A AVE,,,49.154475,-122.850731
7721,375004,8194,134 ST,,,49.151640,-122.851089
7722,375008,8343,134A ST,,,49.154080,-122.849842
7723,375011,8333,134A ST,,,49.154072,-122.850301
7724,375014,8321,134A ST,,,49.153869,-122.850409
7725,375015,8315,134A ST,,,49.153780,-122.850319
7726,375016,13320,81 AVE,,,49.149947,-122.853133
7727,375018,8307,134A ST,,,49.153753,-122.850085
7728,375020,8301,134A ST,,,49.153821,-122.849849
7729,375021,8071,133A ST,,,49.149563,-122.852958
7730,375023,8302,134A ST,,,49.153822,-122.849602
7731,375024,8308,134A ST,,,49.153778,-122.849330
7732,375025,8051,133A ST,,,49.149244,-122.852960
7733,375027,8314,134A ST,,,49.153749,-122.849114
7734,375029,8031,133A ST,,,49.148915,-122.852961
7735,375031,8324,134A ST,,,49.153926,-122.848922
7736,375034,8336,134A ST,,,49.154079,-122.849147
7737,369428,16475,78 AVE,,,49.144721,-122.765430
7738,369429,16784,80 AVE,,,49.146976,-122.757156
7739,369431,7831,168 ST,,,49.145221,-122.756842
7740,369442,16541,78 AVE,,,49.144707,-122.763661
7741,369446,16776,80 AVE,,,49.147013,-122.757379
7742,369449,7970,165A ST,,,49.147180,-122.763174
7743,402008,9062,144 ST,,,49.167445,-122.823156
7744,402011,14405,89A AVE,,,49.165685,-122.822990
7745,402013,14563,89 AVE,,,49.164831,-122.818875
7746,402016,14525,89A AVE,,,49.165706,-122.819935
7747,402018,14520,89A AVE,,,49.165418,-122.820190
7748,402022,14563,88 AVE,,,49.163009,-122.818992
7749,402032,14508,91B AVE,,,49.169270,-122.820402
7750,402044,9035,144A ST,,,49.167079,-122.822248
7751,402046,8923,147A ST,,,49.165176,-122.813790
7752,402047,8939,148 ST,,,49.165427,-122.812571
7753,402053,8851,148 ST,,,49.163731,-122.812592
7754,402054,14747,88 AVE,,,49.162991,-122.813943
7755,402055,14710,ASHFORD PL,,,49.163599,-122.814861
7756,402062,9078,146A ST,,,49.167791,-122.816197
7757,402063,8865,148 ST,,,49.164122,-122.812587
7758,402064,9031,146A ST,,,49.166978,-122.816663
7759,402066,9127,146A ST,,,49.168650,-122.816756
7760,402075,8975,146 ST,,,49.166078,-122.818077
7761,402076,14708,90 AVE,,,49.166324,-122.814854
7762,402077,14515,88 AVE,,,49.163009,-122.820245
7763,402079,8977,146A ST,,,49.165733,-122.816276
7764,402081,15016,95A AVE,,,49.175826,-122.806115
7765,402083,15042,95 AVE,,,49.174953,-122.805414
7766,402084,14992,95A AVE,,,49.175775,-122.807027
7767,402086,9485,150 ST,,,49.174976,-122.806842
7768,402091,15120,96 AVE,,,49.176681,-122.803202
7769,402094,15031,94 AVE,,,49.173613,-122.805744
7770,402095,9269,148A ST,,,49.171282,-122.811012
7771,402099,9475,152 ST,,,49.174689,-122.801328
7772,402101,9423,152 ST,,,49.173757,-122.801361
7773,375053,8315,134 ST,,,49.153776,-122.851593
7774,375054,8309,134 ST,,,49.153620,-122.851594
7775,375056,8144,134 ST,,,49.150742,-122.851088
7776,375057,13419,81 AVE,,,49.150220,-122.850815
7777,375058,13409,81 AVE,,,49.150221,-122.851065
7778,375059,13468,80A AVE,,,49.148943,-122.849448
7779,375061,13498,80A AVE,,,49.148941,-122.848702
7780,375063,13489,80 AVE,,,49.148337,-122.848952
7781,375064,13469,80 AVE,,,49.148337,-122.849448
7782,375065,13459,80 AVE,,,49.148337,-122.849696
7783,375066,8064,134A ST,,,49.149359,-122.849775
7784,375067,13471,80A AVE,,,49.149267,-122.849188
7785,375068,13501,81 AVE,,,49.150215,-122.848558
7786,375069,13492,84 AVE,,,49.155274,-122.848750
7787,375070,13531,80 AVE,,,49.148332,-122.847741
7788,375071,13533,80 AVE,,,49.148332,-122.847594
7789,375077,8788,129 ST,,,49.162312,-122.865103
7790,375080,8771,128A ST,,,49.161915,-122.866664
7791,375082,8768,128A ST,,,49.161914,-122.866461
7792,375084,8760,128A ST,,,49.161856,-122.866319
7793,375086,12948,88 AVE,,,49.162414,-122.864015
7794,375087,8702,128 ST,,,49.160887,-122.867768
7795,375089,8707,128A ST,,,49.160903,-122.866816
7796,375090,8769,129 ST,,,49.161900,-122.865544
7797,375094,12927,87A AVE,,,49.161822,-122.864522
7798,375095,8727,128A ST,,,49.161230,-122.866823
7799,375096,12854,88 AVE,,,49.162412,-122.866570
7800,375097,8735,128A ST,,,49.161392,-122.866826
7801,375100,8749,128A ST,,,49.161557,-122.866834
7802,375101,12874,88 AVE,,,49.162416,-122.866069
7803,375102,8755,128A ST,,,49.161725,-122.866889
7804,375103,12884,88 AVE,,,49.162417,-122.865818
7805,375104,8752,128A ST,,,49.161727,-122.866287
7806,375105,8781,129 ST,,,49.162325,-122.865477
7807,375106,12924,87A AVE,,,49.161497,-122.864521
7808,375107,12932,87A AVE,,,49.161500,-122.864265
7809,375108,8738,128A ST,,,49.161394,-122.866380
7810,375109,12940,87A AVE,,,49.161502,-122.864010
7811,375110,12943,87 AVE,,,49.160911,-122.863994
7812,375111,8714,128A ST,,,49.161069,-122.866374
7813,375112,8708,128A ST,,,49.160904,-122.866371
7814,375113,12923,87 AVE,,,49.160909,-122.864515
7815,375114,8703,129 ST,,,49.160913,-122.865536
7816,375115,12915,87 AVE,,,49.160907,-122.864771
7817,375116,8710,129 ST,,,49.160992,-122.865098
7818,375117,8725,129 ST,,,49.161240,-122.865539
7819,375118,8739,129 ST,,,49.161402,-122.865540
7820,375119,8745,129 ST,,,49.161564,-122.865541
7821,375124,13309,84 AVE,,,49.155589,-122.853984
7822,375125,13325,84 AVE,,,49.155591,-122.853422
7823,375128,13523,84 AVE,,,49.155630,-122.847938
7824,396999,1965,128 ST,,,49.037921,-122.867742
7825,397042,2537,126 ST,,,49.048764,-122.873399
7826,397052,12590,27 AVE,,,49.051543,-122.873381
7827,397118,12955,24 AVE,,,49.045932,-122.862969
7828,369795,8030,160 ST,,,49.148673,-122.778620
7829,369796,16278,80A AVE,,,49.148879,-122.770628
7830,369800,16146,80A AVE,,,49.148912,-122.774735
7831,369806,8058,163A ST,,,49.149223,-122.768991
7832,369809,8066,163A ST,,,49.149367,-122.768995
7833,375223,13440,87A AVE,,,49.161065,-122.850279
7834,375226,13404,87A AVE,,,49.161056,-122.851275
7835,375228,13376,87A AVE,,,49.161050,-122.852045
7836,375232,13377,CYPRESS PL,,,49.160567,-122.851765
7837,375238,8677,GALWAY CR,,,49.160472,-122.853051
7838,375247,13243,SHAKESPEARE PL,,,49.160458,-122.855659
7839,375250,13232,SHAKESPEARE PL,,,49.160256,-122.855981
7840,375252,13212,SHAKESPEARE PL,,,49.160348,-122.856558
7841,375254,8717,GALWAY CR,,,49.161196,-122.853227
7842,375257,8694,TULSY CR,,,49.160844,-122.853854
7843,375258,8706,TULSY CR,,,49.161013,-122.853913
7844,375259,8736,TULSY CR,,,49.161508,-122.853925
7845,375260,8752,TULSY CR,,,49.161809,-122.854003
7846,375267,13287,87B AVE,,,49.162234,-122.854532
7847,375271,13270,87B AVE,,,49.161924,-122.854953
7848,375272,13278,87B AVE,,,49.161927,-122.854692
7849,375273,8735,TULSY CR,,,49.161442,-122.854366
7850,375279,8709,TULSY CR,,,49.160861,-122.854378
7851,375281,8702,132 ST,,,49.160897,-122.856621
7852,375292,13565,87A AVE,,,49.161461,-122.846702
7853,375293,13571,87A AVE,,,49.161346,-122.846393
7854,375303,13497,87A AVE,,,49.161391,-122.848524
7855,375322,13470,WATERFORD PL,,,49.160262,-122.849285
7856,375324,13563,84 AVE,,,49.155621,-122.846858
7857,375335,8638,TULSY CR E,,,49.159736,-122.849047
7858,375339,8637,TULSY CR E,,,49.159903,-122.849496
7859,375340,8629,TULSY CR E,,,49.159821,-122.849757
7860,375341,8621,TULSY CR E,,,49.159730,-122.849986
7861,375345,8620,TULSY CR,,,49.159607,-122.851435
7862,375348,8644,TULSY CR,,,49.159808,-122.852636
7863,375384,13381,87A AVE,,,49.161359,-122.851968
7864,375390,12199,80 AVE,,,49.148650,-122.884673
7865,375392,8053,123 ST,,,49.149464,-122.881453
7866,375395,8167,124 ST,,,49.151470,-122.879244
7867,375396,12365,82 AVE,,,49.152206,-122.880062
7868,375398,12310,84 AVE,,,49.155635,-122.881906
7869,375401,8083,123 ST,,,49.150034,-122.881453
7870,375403,8045,123 ST,,,49.149301,-122.881690
7871,375404,8380,122A ST,,,49.155533,-122.882247
7872,375405,8017,124 ST,,,49.148651,-122.879285
7873,375406,12111,82 AVE,,,49.152361,-122.887218
7874,375407,12370,80A AVE,,,49.149139,-122.880122
7875,375408,8323,120A ST,,,49.154526,-122.888776
7876,375409,12092,82 AVE,,,49.152087,-122.887906
7877,375411,8075,123 ST,,,49.149889,-122.881453
7878,375412,8050,123 ST,,,49.149461,-122.881117
7879,375414,8372,122A ST,,,49.155284,-122.882228
7880,375415,12101,82 AVE,,,49.152366,-122.887477
7881,375419,12294,82 AVE,,,49.151941,-122.882029
7882,375420,8313,120A ST,,,49.154361,-122.888776
7883,375421,8067,123 ST,,,49.149743,-122.881453
7884,375422,8042,123 ST,,,49.149306,-122.880883
7885,375423,12369,81A AVE,,,49.151437,-122.880092
7886,375425,8364,122A ST,,,49.155126,-122.882299
7887,375428,8307,120A ST,,,49.154197,-122.888775
7888,375429,8061,123 ST,,,49.149597,-122.881453
7889,375430,12361,81A AVE,,,49.151372,-122.880263
7890,375431,12110,84 AVE,,,49.155745,-122.887225
7891,375432,12046,84 AVE,,,49.155792,-122.889068
7892,375433,12085,82 AVE,,,49.152378,-122.887994
7893,375434,8354,120A ST,,,49.155051,-122.888282
7894,375438,12353,81A AVE,,,49.151231,-122.880323
7895,375441,8158,122A ST,,,49.151343,-122.882467
7896,375443,12356,81A AVE,,,49.151057,-122.880320
7897,375444,8340,122A ST,,,49.154648,-122.882468
7898,375448,8041,123 ST,,,49.149182,-122.881695
7899,375449,12364,81A AVE,,,49.150939,-122.880245
7900,375450,8332,122A ST,,,49.154494,-122.882469
7901,375452,8324,120A ST,,,49.154524,-122.888281
7902,375454,8138,122A ST,,,49.150992,-122.882468
7903,375456,8324,122A ST,,,49.154339,-122.882469
7904,375457,8225,121A ST,,,49.152719,-122.886942
7905,375458,8335,120A ST,,,49.154696,-122.888777
7906,375459,8132,122A ST,,,49.150817,-122.882468
7907,375460,8028,123 ST,,,49.149070,-122.881290
7908,375461,8316,122A ST,,,49.154185,-122.882470
7909,375464,8341,120A ST,,,49.154871,-122.888777
7910,375467,12388,81A AVE,,,49.151098,-122.879663
7911,375468,12161,80 AVE,,,49.148664,-122.885800
7912,375469,8308,122A ST,,,49.154031,-122.882470
7913,375470,8351,120A ST,,,49.155053,-122.888777
7914,375471,8110,122A ST,,,49.150461,-122.882468
7915,375472,8314,120A ST,,,49.154348,-122.888280
7916,375474,12396,81A AVE,,,49.151097,-122.879371
7917,375477,8121,124 ST,,,49.150745,-122.879286
7918,375479,8237,121A ST,,,49.152901,-122.886942
7919,380358,9124,148 ST,,,49.168694,-122.812061
7920,380363,9010,151 ST,,,49.166567,-122.803933
7921,380367,14912,88A AVE,,,49.163566,-122.809352
7922,368994,7890,155 ST,,,49.146201,-122.792650
7923,368995,7970,155 ST,,,49.147729,-122.792602
7924,368999,15463,79A AVE,,,49.147606,-122.793830
7925,369000,15522,78A AVE,,,49.145403,-122.792187
7926,369001,15523,78A AVE,,,49.145655,-122.792208
7927,369002,7967,155 ST,,,49.147691,-122.793024
7928,369003,7920,155 ST,,,49.146911,-122.792653
7929,369004,7917,155A ST,,,49.146474,-122.791712
7930,369007,7913,154 ST,,,49.146755,-122.795201
7931,369008,15572,80 AVE,,,49.148132,-122.791117
7932,369011,15531,78A AVE,,,49.145654,-122.791992
7933,369012,7979,155 ST,,,49.148025,-122.793016
7934,369013,7959,155A ST,,,49.147415,-122.791837
7935,369017,15582,80 AVE,,,49.148130,-122.790820
7936,369020,15488,80 AVE,,,49.148144,-122.793352
7937,369025,15596,80 AVE,,,49.148128,-122.790445
7938,369027,15548,78A AVE,,,49.145401,-122.791568
7939,369028,15480,80 AVE,,,49.148145,-122.793593
7940,369033,15425,79A AVE,,,49.147651,-122.795075
7941,369034,15463,78A AVE,,,49.145674,-122.794104
7942,369039,15562,78A AVE,,,49.145397,-122.791152
7943,369040,15446,78A AVE,,,49.145413,-122.794819
7944,369041,7959,156 ST,,,49.147540,-122.790270
7945,375480,12395,81 AVE,,,49.150360,-122.879351
7946,375482,8058,123 ST,,,49.149593,-122.881117
7947,375483,12387,81 AVE,,,49.150364,-122.879588
7948,375484,12379,81 AVE,,,49.150371,-122.879818
7949,375485,8147,123 ST,,,49.151142,-122.881482
7950,375486,8072,123 ST,,,49.149884,-122.881118
7951,375488,8080,123 ST,,,49.150028,-122.881106
7952,375489,8169,123 ST,,,49.151495,-122.881482
7953,375491,12355,81 AVE,,,49.150302,-122.880310
7954,375492,12303,80 AVE,,,49.148604,-122.881931
7955,375493,12311,80 AVE,,,49.148595,-122.881655
7956,375494,12360,81 AVE,,,49.150074,-122.880131
7957,375495,12374,81 AVE,,,49.150080,-122.879949
7958,375496,12335,80 AVE,,,49.148581,-122.880974
7959,375497,12382,81 AVE,,,49.150111,-122.879727
7960,375498,8093,124 ST,,,49.150051,-122.879285
7961,375499,8081,124 ST,,,49.149840,-122.879285
7962,375527,12242,80A AVE,,,49.148746,-122.883674
7963,375529,12229,80A AVE,,,49.148943,-122.883763
7964,375534,8039,122A ST,,,49.149282,-122.882861
7965,375539,12204,80B AVE,,,49.149354,-122.883466
7966,375542,12233,80B AVE,,,49.149868,-122.883493
7967,375547,8076,122A ST,,,49.149988,-122.882516
7968,375549,8056,122A ST,,,49.149660,-122.882523
7969,375554,8008,122A ST,,,49.148861,-122.882869
7970,375557,12315,82 AVE,,,49.152229,-122.881131
7971,375558,12333,82 AVE,,,49.152223,-122.880876
7972,375561,8114,123 ST,,,49.150329,-122.881041
7973,375563,8144,123 ST,,,49.150839,-122.881041
7974,375564,8154,123 ST,,,49.151004,-122.881041
7975,375565,8164,123 ST,,,49.151168,-122.881041
7976,375566,8174,123 ST,,,49.151333,-122.881041
7977,375567,12348,82 AVE,,,49.151928,-122.880641
7978,375568,12358,82 AVE,,,49.151922,-122.880391
7979,375569,12368,82 AVE,,,49.151916,-122.880140
7980,375570,12386,82 AVE,,,49.151907,-122.879751
7981,375571,12388,82 AVE,,,49.151898,-122.879362
7982,375575,12293,82 AVE,,,49.152246,-122.881899
7983,375576,12283,82 AVE,,,49.152251,-122.882152
7984,375578,8234,122A ST,,,49.152747,-122.882472
7985,375579,8252,122A ST,,,49.153069,-122.882471
7986,375581,8266,122A ST,,,49.153391,-122.882471
7987,376094,8504,123 ST,,,49.157894,-122.882123
7988,376096,12131,84 AVE,,,49.156064,-122.886798
7989,376099,8496,123 ST,,,49.157715,-122.882123
7990,376100,12121,84 AVE,,,49.156070,-122.887066
7991,376103,8488,123 ST,,,49.157542,-122.882132
7992,376106,8459,122 ST,,,49.157036,-122.885110
7993,376108,8482,123 ST,,,49.157378,-122.882135
7994,376110,12099,84A AVE,,,49.156971,-122.887567
7995,376114,8483,122 ST,,,49.157420,-122.885133
7996,376142,8512,122 ST,,,49.157973,-122.884692
7997,376144,8502,122 ST,,,49.157781,-122.884692
7998,376158,12241,84 AVE,,,49.155981,-122.883870
7999,376162,12275,84 AVE,,,49.155954,-122.883011
8000,376167,8441,123 ST,,,49.156491,-122.882547
8001,376170,8457,123 ST,,,49.156875,-122.882566
8002,376173,8418,121A ST,,,49.156222,-122.886026
8003,376177,8438,121A ST,,,49.156560,-122.886019
8004,376185,8468,121A ST,,,49.157066,-122.886018
8005,376198,12232,84A AVE,,,49.156488,-122.883861
8006,376211,12270,85 AVE,,,49.157814,-122.882925
8007,376213,12086,84A AVE,,,49.156625,-122.887963
8008,376214,12096,84A AVE,,,49.156631,-122.887663
8009,398250,13765,62A AVE,,,49.116191,-122.841246
8010,398251,13769,62A AVE,,,49.116187,-122.841065
8011,398255,6270,137B ST,,,49.116440,-122.840679
8012,398258,13833,62 AVE,,,49.115623,-122.838857
8013,369451,16418,78A AVE,,,49.145258,-122.766854
8014,369453,16688,77 AVE,,,49.143219,-122.759389
8015,369455,7865,168 ST,,,49.145923,-122.756825
8016,369458,16768,80 AVE,,,49.147070,-122.757591
8017,369473,16438,78A AVE,,,49.145257,-122.766361
8018,369474,7984,165A ST,,,49.147460,-122.763103
8019,369477,16623,78A AVE,,,49.145481,-122.761282
8020,369488,16589,78 AVE,,,49.144674,-122.762296
8021,369493,16621,78 AVE,,,49.144731,-122.761332
8022,369498,16658,78 AVE,,,49.144418,-122.760081
8023,369500,16607,78 AVE,,,49.144699,-122.761644
8024,369517,7873,165A ST,,,49.145755,-122.763280
8025,369520,16576,79A AVE,,,49.146584,-122.762728
8026,369531,16512,78A AVE,,,49.145218,-122.764109
8027,369532,16776,78 AVE,,,49.144415,-122.757321
8028,369540,16528,78A AVE,,,49.145253,-122.763643
8029,369548,16720,78A AVE,,,49.145333,-122.759111
8030,369552,16728,78A AVE,,,49.145336,-122.758853
8031,369556,16682,80 AVE,,,49.148020,-122.759672
8032,369557,16572,78A AVE,,,49.145252,-122.762656
8033,369558,16781,77 AVE,,,49.143442,-122.757430
8034,369579,16652,80 AVE,,,49.148070,-122.760455
8035,369589,16583,77 AVE,,,49.143070,-122.761502
8036,369596,16568,77A AVE,,,49.143518,-122.762253
8037,369597,7961,166B ST,,,49.147111,-122.760085
8038,369613,16632,79A AVE,,,49.146524,-122.761156
8039,369621,16630,79B AVE,,,49.147254,-122.761108
8040,369634,16770,FRASER HWY,,,49.148158,-122.757365
8041,369635,7852,167A ST,,,49.145552,-122.757954
8042,369637,16606,78 AVE,,,49.144387,-122.761497
8043,369639,16786,FRASER HWY,,,49.147926,-122.756987
8044,369640,7989,168 ST,,,49.147609,-122.756811
8045,369641,7927,168 ST,,,49.146592,-122.756818
8046,369647,8066,164 ST,,,49.149402,-122.767469
8047,369649,16786,83 AVE,,,49.153686,-122.756904
8048,369651,8010,166 ST,,,49.148400,-122.761755
8049,369652,16728,FRASER HWY,,,49.148815,-122.758518
8050,369654,8381,167A ST,,,49.155180,-122.758103
8051,369662,8227,168 ST,,,49.152353,-122.756825
8052,369663,8026,166 ST,,,49.148602,-122.761764
8053,369667,8224,164 ST,,,49.152248,-122.767482
8054,369668,8042,164 ST,,,49.149075,-122.767447
8055,369673,8235,168 ST,,,49.152529,-122.756833
8056,369675,8365,167A ST,,,49.154910,-122.758101
8057,369683,8046,166 ST,,,49.148929,-122.761835
8058,369698,8220,167A ST,,,49.152245,-122.757803
8059,369699,8345,167A ST,,,49.154554,-122.758165
8060,369712,8229,167A ST,,,49.152359,-122.758053
8061,369748,16722,FRASER HWY,,,49.148968,-122.758973
8062,369752,8319,167 ST,,,49.154138,-122.759571
8063,369763,8110,164 ST,,,49.150197,-122.767482
8064,369769,16107,80 AVE,,,49.148356,-122.775787
8065,369772,16348,80A AVE,,,49.148888,-122.769094
8066,369775,8096,162B ST,,,49.149818,-122.770468
8067,369779,8022,163 ST,,,49.148576,-122.769631
8068,369782,16277,80 AVE,,,49.148365,-122.770840
8069,369784,8086,162B ST,,,49.149782,-122.770291
8070,369786,8019,164 ST,,,49.148545,-122.767873
8071,369789,16322,80A AVE,,,49.148946,-122.769556
8072,369791,8078,162B ST,,,49.149693,-122.770204
8073,376274,12540,90A AVE,,,49.167237,-122.875309
8074,376275,12538,90 AVE,,,49.166345,-122.875296
8075,376278,12632,88A AVE,,,49.163575,-122.872580
8076,376279,12425,91A AVE,,,49.169469,-122.878500
8077,376280,12448,91A AVE,,,49.169117,-122.877858
8078,376282,12448,91 AVE,,,49.168225,-122.877844
8079,376286,12474,90A AVE,,,49.167341,-122.877189
8080,376287,12550,90 AVE,,,49.166334,-122.875020
8081,376288,12650,90 AVE,,,49.166226,-122.872394
8082,376291,12433,91A AVE,,,49.169460,-122.878260
8083,376297,12649,90 AVE,,,49.166553,-122.872355
8084,376298,12560,90A AVE,,,49.167216,-122.874758
8085,376301,12649,89 AVE,,,49.164773,-122.872331
8086,376304,12468,91A AVE,,,49.169098,-122.877309
8087,376305,12570,91 AVE,,,49.168096,-122.874499
8088,376308,12570,90 AVE,,,49.166312,-122.874470
8089,376310,12643,89 AVE,,,49.164777,-122.872576
8090,376313,12453,91A AVE,,,49.169443,-122.877780
8091,376314,12629,91A AVE,,,49.169253,-122.872896
8092,376315,12478,91A AVE,,,49.169088,-122.877034
8093,376316,12478,91 AVE,,,49.168195,-122.877024
8094,376317,12633,90A AVE,,,49.167429,-122.872862
8095,376320,12580,90 AVE,,,49.166301,-122.874194
8096,376323,12489,90 AVE,,,49.166699,-122.876652
8097,340587,10081,120 ST,,,49.185840,-122.890840
8098,340588,10075,120 ST,,,49.185803,-122.890328
8099,340589,10073,120 ST,,,49.185803,-122.890328
8100,340592,11463,96 AVE,,,49.177267,-122.905037
8101,340605,11547,96 AVE,,,49.177270,-122.902739
8102,339110,12864,100 AVE,,,49.184271,-122.865893
8103,369810,8055,162B ST,,,49.149152,-122.770796
8104,369811,16301,80A AVE,,,49.149174,-122.769967
8105,369814,8076,163A ST,,,49.149522,-122.768998
8106,369816,16286,80A AVE,,,49.148960,-122.770464
8107,369819,16298,80A AVE,,,49.148989,-122.770243
8108,369823,16109,80A AVE,,,49.149165,-122.775825
8109,369825,8091,163A ST,,,49.149765,-122.769283
8110,369827,16117,80A AVE,,,49.149165,-122.775514
8111,369829,8093,162B ST,,,49.149807,-122.770855
8112,369830,8011,163 ST,,,49.148450,-122.769947
8113,369832,8079,163A ST,,,49.149621,-122.769499
8114,369833,8099,162B ST,,,49.149817,-122.770644
8115,369834,16291,80 AVE,,,49.148364,-122.770428
8116,369835,8075,161A ST,,,49.149611,-122.775544
8117,369836,8069,163A ST,,,49.149487,-122.769420
8118,369837,8087,161A ST,,,49.149723,-122.775527
8119,369838,16315,80A AVE,,,49.149161,-122.769709
8120,369842,16341,80A AVE,,,49.149164,-122.769433
