,COMMENTS,DATE_CONSTRUCTED,DISASTER_RESPONSE_ROUTE,FACILITYID,GREENWAY,LIFECYCLE_COST,LOCATION,MAJOR_ROAD_NETWORK,MATERIAL,NO_LANE,OWNER,PAVING_DATE,RD_CLASS,ROAD_CENTRELINE_TYPE2,ROAD_NAME,ROW_WIDTH,SPEED,STATUS,STREETSWEEPING_ROUTE,TRUCK_ROUTE,YTD_COST
6546,,,None,1000979852,,,,No,Asphalt,2,Surrey,,Local,Road,99A Ave,,50,Open,,,
6547,,,None,1000979909,,,,No,Asphalt,2,Surrey,,Local,Road,76 Ave,,50,Open,,,
6548,,,None,1000979916,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6549,,,None,1000979919,,,,No,Asphalt,2,Surrey,,Local,Road,54 Ave,,50,Open,,,
6550,,,None,1000979949,,,,No,Asphalt,2,Surrey,,Local,Road,62B Ave,,50,Open,,,
6551,,,None,1000980047,,,,No,Asphalt,2,Surrey,,Arterial,Road,108 Ave,30,50,Open,CITY CENTRE - CONTRACT CURBS,,
6552,,,None,1000980059,,,,No,Asphalt,2,Private,,Local,Road,133 St,,50,Open,,,
6553,,,Secondary,1000980062,,,,Yes,Asphalt,4,Translink,,Arterial,Road,King George Blvd,30,60,Open,,Dangerous Goods Routes,
6554,,,,1001083592,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6555,,,,1001084886,No,,,No,Asphalt,2,Surrey,,Local,Road,171 St,,50,Open,,,
6556,,,,1001087027,No,,,No,Asphalt,2,Surrey,,Local,Road,124A St,,50,Open,,,
6557,,,,1001119542,No,,,No,Asphalt,2,Surrey,,Local,Road,190 St,,50,Open,,,
6558,,,,1001119846,No,,,No,Asphalt,2,Surrey,,Local,Road,163A St,,50,Open,,,
6559,,,,1001119867,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6560,,,,1001120157,No,,,No,Asphalt,2,Surrey,,Local,Road,174 St,,50,Open,,,
6561,,,,1001120164,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6562,,,,1001120165,No,,,No,Asphalt,2,Surrey,,Local,Road,174 St,,50,Open,,,
6563,Offset Centreline Designation,,None,1001120166,,,,No,Asphalt,2,Surrey,,Collector,Road,4 Ave,21,50,Open,,,
6564,,,,1001120807,No,,,No,Asphalt,2,Surrey,,Collector,Road,148 St,24,50,Open,,,
6565,,,None,1000982415,,,,No,Asphalt,2,Surrey,,Local,Road,131A St,,50,Open,,,
6566,,,None,1000982432,,,,No,Asphalt,2,Surrey,,Local,Road,20A Ave,,50,Open,,,
6567,,,None,1000982447,,,,No,Asphalt,2,Surrey,,Local,Road,111A Ave,20,50,Open,,,
6568,,,None,1000982455,,,,No,Asphalt,2,Surrey,,Local,Road,142 St,,50,Open,,,
6569,,,None,1000982458,,,,No,Asphalt,2,Surrey,,Local,Road,Greencrest Dr,,50,Open,,,
6570,,,None,1000982527,,,,No,Asphalt,2,Surrey,,Local,Road,108A Ave,,50,Open,,,
6571,,,None,1000982731,,,,No,Asphalt,2,Private,,Local,Road,146 St,,50,Open,,,
6572,,,None,1000982774,,,,No,Asphalt,2,Surrey,,Local,Road,28 Ave,,50,Open,,,
6573,,,None,1000976714,,,,No,Asphalt,2,Private,,Local,Road,142A St,,50,Open,,,
6574,,,None,1000976771,,,,No,Asphalt,2,Surrey,,Local,Road,83A Ave,,50,Open,,,
6575,,,None,1000976805,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,88 Ave,30,50,Open,TRANSLINK - T7 CURBS,Truck Routes,
6576,,,None,1000976863,,,,No,Asphalt,2,Surrey,,Collector,Road,Fleetwood Way,24,50,Open,,,
6577,,,None,1000976917,,,,No,Asphalt,2,Surrey,,Local,Road,Kindersley Dr,,50,Open,,,
6578,,,None,1000976946,,,,No,Asphalt,2,Surrey,,Local,Road,134 St,,50,Open,,,
6579,,20030612,None,1000977079,,,,No,Asphalt,2,Surrey,,Local,Road,107 Ave,,50,Open,,,
6580,,,None,1000977134,,,,No,Asphalt,2,Surrey,,Local,Road,75 Ave,,50,Open,,,
6581,,,None,1000977208,,,,No,Asphalt,2,Surrey,,Local,Road,108A Ave,,50,Open,,,
6582,,,None,1000977233,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6583,,,None,1000977238,,,,No,Asphalt,2,Surrey,,Collector,Road,156 St,24,50,Open,,No Heavy Truck Routes,
6584,,,None,1000974491,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,96 Ave,30,50,Open,TRANSLINK - T1 CURBS,Truck Routes,
6585,,,None,1000974524,,,,No,Asphalt,2,Surrey,,Local,Road,143 St,,50,Open,,,
6586,,,None,1000974625,,,,No,Gravel,1,Surrey,,Local,Access Lane,,,,Open,,,
6587,,,None,1000974650,,,,No,Asphalt,2,Surrey,,Arterial,Road,156 St,30,50,Open,,,
6588,,,None,1000974658,,,,No,Asphalt,2,Surrey,,Local,Road,154 St,,50,Open,,,
6589,,,None,1000974660,,,,No,Asphalt,2,Surrey,,Local,Road,Kingston Pl,,50,Open,,,
6590,,,None,1000974703,,,,No,Asphalt,2,Surrey,,Local,Road,23 Ave,,50,Open,,,
6591,,,None,1000974710,,,,No,Asphalt,2,Surrey,,Local,Road,157 St,,50,Open,,,
6592,,,None,1000974717,,,,No,Asphalt,2,Surrey,,Local,Road,189 St,,50,Open,,,
6593,Offset Centreline Designation,,None,1001153163,,,,No,Asphalt,2,Surrey,,Collector,Road,194 St,24,50,Open,,,
6594,,,,1001153217,No,,,No,Asphalt,2,Surrey,,Local,Road,170A St,,50,Open,,,
6595,,,,1001153928,,,,No,Asphalt,2,Surrey,,Local,Road,170 St,,50,Open,,,
6596,,,,1001153930,,,,No,Asphalt,2,Surrey,,Local,Road,169A St,,50,Open,,,
6597,,,,1001153932,,,,No,Asphalt,2,Surrey,,Local,Road,77A Ave,,50,Open,,,
6598,,,None,1000974934,,,,No,Asphalt,2,Surrey,,Local,Road,Canary Dr,,50,Open,,,
6599,,,None,1000974992,,,,No,Asphalt,2,Surrey,,Local,Road,154 St,,50,Open,,,
6600,,,None,1000975143,,,,No,Asphalt,2,Surrey,,Collector,Road,180 St,24,50,Open,,,
6601,,,None,1000975171,,,,No,Asphalt,2,Surrey,,Local,Road,153 St,,50,Open,,,
6602,,20061030,None,1000975286,,,,No,Asphalt,2,Surrey,,Local,Road,151A St,,50,Open,,,
6603,,,None,1000975294,,,,No,Asphalt,2,Surrey,,Local,Road,62 Ave,,50,Open,,,
6604,,,None,1000975305,,,,No,Asphalt,2,Surrey,,Local,Road,16A Ave,,50,Open,,,
6605,,,None,1000975320,,,,No,Asphalt,2,Surrey,,Local,Road,141A St,,50,Open,,,
6606,,,None,1000975372,,,,No,Asphalt,2,Surrey,,Local,Road,17 Ave,,50,Open,,,
6607,,,None,1000980097,,,,No,Asphalt,2,Surrey,,Arterial,Road,192 St,34,60,Open,,,
6608,Offset Centreline Designation,,None,1000980109,,,,No,Asphalt,2,Surrey,,Arterial,Road,128 St,30,50,Open,,,
6609,,,None,1000980143,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6610,,,None,1000980151,,,,No,Asphalt,2,Surrey,,Local,Road,124 St,,50,Open,,No Heavy Truck Routes,
6611,,,None,1000980157,,,,No,Asphalt,2,Surrey,,Collector,Road,110 Ave,20,50,Open,,,
6612,,,None,1000980219,,,,No,Asphalt,2,Surrey,,Collector,Road,20 Ave,24,50,Open,,,
6613,,,None,1000980358,,,,No,Asphalt,2,Surrey,,Collector,Road,176 St,20,30,Open,,,
6614,,,None,1000980419,,,,No,Asphalt,2,Surrey,,Local,Road,102B Ave,,50,Open,,,
6615,,,None,1000977822,,,,No,Asphalt,2,Surrey,,Local,Road,110 Ave,,50,Open,,,
6616,,,None,1000977902,,,,No,Asphalt,2,Surrey,,Local,Road,19 Ave,,50,Open,,,
6617,,,None,1000977909,,,,No,Asphalt,2,Surrey,,Local,Road,180 St,,50,Open,,,
6618,,,None,1000978006,,,,No,Asphalt,2,Surrey,,Local,Road,Amble Greene Blvd,,50,Open,,,
6619,,,None,1000978014,,,,No,Asphalt,2,Surrey,,Arterial,Road,20 Ave,30,50,Open,,,
6620,,,None,1000978029,,,,No,Asphalt,2,Surrey,,Local,Road,61A Ave,,50,Open,,,
6621,,,None,1000978050,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6622,,,None,1000978073,,,,No,Asphalt,2,Surrey,,Local,Road,62 Ave,,50,Open,,,
6623,,,None,1000978220,,,,No,Asphalt,2,Surrey,,Local,Road,174 St,,50,Open,,,
6624,,,None,1000978240,,,,No,Asphalt,2,Surrey,,Local,Road,146 St,,50,Open,,,
6625,,,None,1000978255,,,,No,Asphalt,2,Surrey,,Local,Road,85 Ave,,50,Open,,,
6626,,,None,1000982892,,,,No,Asphalt,2,Surrey,,Local,Road,101A Ave,,50,Open,,,
6627,,,None,1000982942,,,,No,Asphalt,2,Surrey,,Collector,Road,58 Ave,24,50,Open,,,
6628,,,None,1000983040,,,,No,Asphalt,2,Surrey,,Local,Road,Melrose Dr,,50,Open,,,
6629,,,None,1000983056,,,,No,Asphalt,2,Surrey,,Arterial,Road,Marine Dr,24,50,Open,,,
6630,,,None,1000983062,,,,No,Asphalt,2,Surrey,,Arterial,Road,156 St,30,50,Open,,,
6631,,,None,1000983080,,,,No,Asphalt,2,Surrey,,Local,Road,172B St,,50,Open,,,
6632,,,None,1000983081,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6633,,,None,1000983104,,,,No,Asphalt,2,Surrey,,Local,Road,79A Ave,,50,Open,,,
6634,,,None,1000983125,,,,No,Asphalt,2,Surrey,,Collector,Road,68 Ave,24,50,Open,,No Heavy Truck Routes,
6635,,,None,1000983143,,,,No,Asphalt,2,Surrey,,Arterial,Road,80 Ave,30,50,Open,,No Heavy Truck Routes,
6636,,,Secondary,1000980748,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,152 St,34,50,Open,TRANSLINK - T3 CURBS,Truck Routes,
6637,,,None,1000980815,,,,No,Asphalt,2,Surrey,,Local,Road,95A Ave,,50,Open,,,
6638,,,None,1000980864,,,,No,Asphalt,2,Surrey,,Local,Road,57B Ave,,50,Open,,,
6639,,20061030,None,1000980912,,,,No,Asphalt,2,Surrey,,Local,Road,86 Ave,,50,Open,,,
6640,,,None,1000980969,,,,No,Asphalt,2,Surrey,,Local,Road,73A Ave,,50,Open,,,
6641,,,None,1000980988,,,,No,Asphalt,2,Surrey,,Local,Road,113A Ave,,50,Open,,,
6642,,,None,1000981060,,,,No,Asphalt,2,Surrey,,Local,Road,65 Ave,,50,Open,,,
6643,,,None,1000981105,,,,No,Asphalt,2,Surrey,,Local,Road,102A Ave,,50,Open,,,
6644,,,None,1000981148,,,,No,Asphalt,2,Surrey,,Collector,Road,28 Ave,24,50,Open,,,
6645,,,None,1000974738,,,,No,Asphalt,2,Surrey,,Local,Road,118B St,,50,Open,,,
6646,,,None,1000974743,,,,No,Asphalt,2,Surrey,,Local,Road,90 Ave,,50,Open,,No Heavy Truck Routes,
6647,,20061030,None,1000974749,,,,No,Asphalt,2,Surrey,,Local,Road,65 Ave,,50,Open,,,
6648,,,None,1000974762,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6649,,,None,1000974852,,,,No,Asphalt,2,Surrey,,Local,Road,167 St,,50,Open,,,
6650,,,None,1000974895,,,,No,Asphalt,2,Surrey,,Local,Road,123A St,,50,Open,,,
6651,,,None,1000974909,,,,No,Asphalt,2,Surrey,,Local,Road,160 St,,50,Open,,,
6652,,,None,1000974996,,,,No,Asphalt,2,Surrey,,Local,Road,169 St,,50,Open,,,
6653,,,None,1000975077,,,,No,Asphalt,2,Surrey,,Local,Road,61B Ave,,50,Open,,,
6654,,,None,1000975146,,,,No,Asphalt,2,Surrey,,Collector,Road,Sullivan St,20,30,Open,,,
6655,,,None,1000981118,,,,No,Asphalt,2,Surrey,,Local,Road,129A St,,50,Open,,,
6656,,,None,1000981134,,,,No,Asphalt,2,Surrey,,Arterial,Road,184 St,30,50,Open,,,
6657,,,None,1000981149,No,,,No,Asphalt,2,Surrey,,Local,Road,2 Ave,,50,Open,,No Heavy Truck Routes,
6658,,,None,1000981150,,,,No,Asphalt,2,Surrey,,Arterial,Road,168 St,30,50,Open,,,
6659,,,None,1000981158,,,,No,Asphalt,2,Surrey,,Local,Road,145A St,,50,Open,,,
6660,,,None,1000981178,,,,No,Asphalt,2,Surrey,,Local,Road,144A St,,50,Open,,,
6661,,,None,1000981210,,,,No,Asphalt,2,Surrey,,Arterial,Road,76 Ave,27,50,Open,,,
6662,,,None,1000981215,,,,No,Asphalt,2,Surrey,,Local,Road,134B St,,50,Open,,,
6663,,,None,1000975429,,,,No,Asphalt,2,Surrey,,Local,Road,154 St,,50,Open,,,
6664,,,None,1000975467,,,,No,Asphalt,2,Surrey,,Local,Road,141 St,,50,Open,,,
6665,,,None,1000975482,,,,No,Asphalt,2,Surrey,,Local,Road,166B St,,50,Open,,,
6666,,,None,1000975498,,,,No,Asphalt,2,Surrey,,Local,Road,90A Ave,,50,Open,,,
6667,,,None,1000975520,,,,No,Asphalt,2,Surrey,,Local,Road,94 Ave,,50,Open,,,
6668,,,None,1000975582,,,,No,Asphalt,2,Surrey,,Collector,Road,164 St,24,50,Open,,,
6669,,20030612,None,1000975595,,,,No,Asphalt,2,Surrey,,Collector,Road,60 Ave,24,50,Open,,,
6670,,20030612,None,1000975616,,,,No,Asphalt,2,Surrey,,Local,Road,142A St,,50,Open,,,
6671,,,None,1000975637,,,,No,Asphalt,2,Surrey,,Local,Road,9 Ave,,50,Open,,,
6672,,,None,1000972938,,,,No,Asphalt,2,Surrey,,Local,Road,58 Ave,,50,Open,,,
6673,,,None,1000972942,,,,No,Asphalt,2,Surrey,,Collector,Road,75 Ave,24,50,Open,,,
6674,,,None,1000972974,,,,No,Asphalt,2,Surrey,,Local,Road,190 St,,50,Open,,,
6675,,,None,1000973025,,,,No,Asphalt,2,Surrey,,Local,Road,23 Ave,,50,Open,,,
6676,,,None,1000973095,,,,No,Asphalt,2,Surrey,,Collector,Road,28 Ave,24,50,Open,,,
6677,,,None,1000973135,,,,Yes,Asphalt,2,Surrey,,Arterial,Road,Fraser Hwy,40,60,Open,TRANSLINK - T4 CURBS,Dangerous Goods Routes,
6678,,,None,1000973140,,,,No,Asphalt,2,Surrey,,Local,Road,156A St,,50,Open,,,
6679,,,None,1000973161,,,,No,Asphalt,2,Surrey,,Local,Road,78 Ave,,50,Open,,,
6680,,,,1001416503,,,,No,Asphalt,2,Surrey,,Local,Road,33 Ave,,50,Open,,,
6681,,,None,1000978322,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6682,,,None,1000978343,,,,No,Asphalt,2,Surrey,,Local,Road,143 St,,50,Open,,,
6683,,20030612,None,1000978353,,,,No,Asphalt,2,Surrey,,Collector,Road,108 Ave,24,50,Open,,,
6684,,,None,1000978369,,,,No,Asphalt,2,Surrey,,Local,Road,123A St,,50,Open,,,
6685,,,None,1000978371,,,,No,Asphalt,2,Surrey,,Arterial,Road,Crescent Rd,27,50,Open,,,
6686,,,None,1000978393,,,,No,Asphalt,2,Surrey,,Local,Road,88A Ave,,50,Open,,,
6687,,,None,1000978424,,,,No,Asphalt,2,Surrey,,Local,Road,14B Ave,,50,Open,,,
6688,,,None,1000978441,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6689,,,None,1000978488,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6690,,20061030,None,1000975366,,,,No,Asphalt,2,Surrey,,Local,Road,143B St,,50,Open,,,
6691,,,None,1000975397,,,,No,Asphalt,2,Surrey,,Local,Road,151A St,,50,Open,,,
6692,,,None,1000975489,,,,No,Asphalt,2,Surrey,,Local,Road,112B Ave,,50,Open,,,
6693,,20041126,None,1000975493,,,,No,Asphalt,2,Surrey,,Local,Road,187 St,,50,Open,,,
6694,,,None,1000975495,,,,No,Asphalt,2,Surrey,,Local,Road,138A St,,50,Open,,,
6695,,,None,1000975585,,,,No,Asphalt,2,Surrey,,Local,Road,127A St,,50,Open,,,
6696,,,None,1000975599,,,,No,Asphalt,2,Surrey,,Local,Road,158B St,,50,Open,,,
6697,,,None,1000975701,,,,No,Asphalt,2,Surrey,,Local,Road,Wiltshire Dr,,50,Open,,,
6698,,,None,1000975763,,,,No,Asphalt,2,Surrey,,Local,Road,173 St,,50,Open,,,
6699,,,None,1000981162,,,,No,Asphalt,2,Surrey,,Local,Road,101A Ave,,50,Open,,,
6700,,,None,1000981216,,,,No,Asphalt,2,Surrey,,Local,Road,180 St,,50,Open,,,
6701,,,None,1000981239,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,88 Ave,30,50,Open,TRANSLINK - T4 CURBS,Truck Routes,
6702,,,Secondary,1000981242,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,152 St,30,60,Open,TRANSLINK - T7/T8 CURBS,Truck Routes,
6703,,,None,1000981293,,,,No,Asphalt,2,Surrey,,Local,Road,127 St,,50,Open,,,
6704,,,None,1000981315,,,,No,Asphalt,2,Surrey,,Local,Road,17A Ave,,50,Open,,,
6705,,,None,1000981319,,,,No,Asphalt,2,Surrey,,Local,Road,162 St,,50,Open,,,
6706,,,None,1000981400,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6707,,,None,1000981418,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6708,,,None,1000981446,,,,No,Asphalt,2,Surrey,,Local,Road,120A St,,50,Open,,,
6709,,,None,1000981467,,,,No,Asphalt,2,Surrey,,Arterial,Road,160 St,24,50,Open,,,
6710,Offset Centreline Designation,,None,1000978150,,,,No,Asphalt,2,Surrey,,Collector,Road,Barnston Dr W,22.3,60,Open,,No Heavy Truck Routes,
6711,,,None,1000978153,,,,No,Asphalt,2,Surrey,,Local,Road,71A Ave,,50,Open,,,
6712,,,None,1000978156,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6713,,,None,1000978165,,,,No,Asphalt,2,Surrey,,Local,Road,136A St,,50,Open,,,
6714,,,None,1000978214,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6715,,,None,1000978234,,,,No,Asphalt,2,Surrey,,Local,Road,18 Ave,,50,Open,,,
6716,,,None,1000978254,,,,No,Asphalt,2,Surrey,,Local,Road,19 Ave,,50,Open,,,
6717,,,None,1000978258,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,Scott Rd,42,60,Open,TRANSLINK - T1 CURBS,Truck Routes,
6718,,,None,1000978289,,,,No,Asphalt,2,Surrey,,Local,Road,129A St,,50,Open,,,
6719,,,None,1000981281,,,,Yes,Asphalt,2,Surrey,,Arterial,Road,88 Ave,30,60,Open,,No Heavy Truck Routes,
6720,Unique Local Road,20030612,None,1000981316,,,,No,Asphalt,2,Surrey,,Local,Road,34 Ave,22,30,Open,,,
6721,,20040820,None,1000981351,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6722,,,None,1000981486,,,,No,Asphalt,2,Surrey,,Local,Road,154A St,,50,Open,,,
6723,,,None,1000981522,,,,No,Asphalt,2,Surrey,,Local,Road,95A Ave,,50,Open,,,
6724,,20050119,None,1000981542,,,,No,Asphalt,2,Surrey,,Local,Road,58A Ave,,50,Open,,,
6725,,,None,1000981551,,,,No,Asphalt,2,Surrey,,Local,Road,96A Ave,,50,Open,,,
6726,,,None,1000981575,,,,No,Asphalt,2,Surrey,,Local,Road,124 St,,50,Open,,,
6727,,,None,1000981592,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6728,,,None,1000981618,,,,No,Asphalt,2,Surrey,,Local,Road,154 St,,50,Open,,,
6729,,20061030,Secondary,1000979177,,,,Yes,Asphalt,6,Surrey,,Arterial,Road,King George Blvd,42,60,Open,CITY CENTRE - CONTRACT CURBS,Dangerous Goods Routes,
6730,,,None,1000979220,,,,No,Asphalt,2,Surrey,,Collector,Road,68 Ave,24,50,Open,,,
6731,,,None,1000979223,,,,No,Asphalt,2,Surrey,,Local,Road,189A St,,50,Open,,,
6732,,,None,1000979229,,,,No,Asphalt,2,Surrey,,Local,Road,42A Ave,,50,Open,,,
6733,,,None,1000979241,,,,No,Asphalt,2,Surrey,,Arterial,Road,104 Ave,30,50,Open,,,
6734,,,None,1000979261,,,,No,Asphalt,2,Surrey,,Local,Road,139A St,,50,Open,,,
6735,,,Primary,1000979265,,,,Yes,Asphalt,4,Provincial,,Provincial Highway,Road,Highway 10 (58 Ave),,80,Open,,Dangerous Goods Routes,
6736,,20041119,None,1000979391,,,,No,Asphalt,2,Surrey,,Local,Road,158A St,,50,Open,,,
6737,,,None,1000973162,,,,No,Asphalt,2,Surrey,,Local,Road,Canary Dr,,50,Open,,,
6738,,20030612,Secondary,1000973188,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,152 St,30,60,Open,TRANSLINK - T6 CURBS,Truck Routes,
6739,,20061030,None,1000973199,,,,No,Asphalt,2,Surrey,,Local,Road,83 Ave,,50,Open,,,
6740,,,None,1000973296,,,,No,Asphalt,5,Surrey,,Arterial,Road,University Dr,27,50,Open,,,
6741,,,None,1000973362,,,,No,Asphalt,2,Surrey,,Local,Road,87B Ave,,50,Open,,,
6742,,,None,1000973449,,,,No,Asphalt,2,Surrey,,Local,Road,161A St,,50,Open,,,
6743,,,None,1000973459,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6744,,,None,1000973470,,,,No,Asphalt,2,Surrey,,Local,Road,26 Ave,,50,Open,,,
6745,,,None,1000973473,,,,No,Asphalt,2,Surrey,,Local,Road,60A Ave,,50,Open,,,
6746,,,None,1000982373,,,,No,Asphalt,2,Surrey,,Local,Road,111A Ave,20,50,Open,,,
6747,,,None,1000982385,,,,No,Asphalt,2,Surrey,,Local,Road,116A Ave,,50,Open,,,
6748,,,None,1000982391,,,,No,Asphalt,2,Surrey,,Local,Road,90 Ave,,50,Open,,,
6749,,,None,1000982397,,,,No,Asphalt,2,Surrey,,Collector,Road,177 St,24,50,Open,,,
6750,,,None,1000982405,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,104 Ave,42,50,Open,TRANSLINK - T8 CURBS,Truck Routes,
6751,,,None,1000982407,,,,No,Asphalt,2,Surrey,,Local,Road,183 St,,50,Open,,,
6752,,,None,1000982467,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6753,,20030612,None,1000982476,,,,No,Asphalt,2,Surrey,,Local,Road,127 St,,50,Open,,,
6754,,,None,1000982499,,,,No,Asphalt,2,Surrey,,Arterial,Road,144 St,30,50,Open,,,
6755,,,None,1000982518,,,,No,Asphalt,2,Surrey,,Collector,Road,Bentley Rd,27,50,Open,,,
6756,,,None,1000975844,,,,No,Asphalt,2,Surrey,,Local,Road,65A Ave,,50,Open,,,
6757,,,Secondary,1000975895,,,,Yes,Asphalt,2,Surrey,,Arterial,Road,152 St,30,70,Open,TRANSLINK - T6 CURBS,Truck Routes,
6758,,,None,1000975923,,,,No,Asphalt,2,Surrey,,Local,Road,Gardiner St,,30,Open,,,
6759,,20040305,None,1000975992,,,,No,Asphalt,2,Surrey,,Local,Road,150 St,,50,Open,,,
6760,,,None,1000975993,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6761,,20061030,None,1000975996,,,,No,Asphalt,2,Surrey,,Local,Road,Prince Charles Blvd,,50,Open,,,
6762,,,None,1000976027,,,,No,Grass,1,Surrey,,Local,Access Lane,,,,Open,,,
6763,,20030612,None,1000984410,,,,No,Asphalt,2,Surrey,,Collector,Road,68 Ave,24,50,Open,,,
6764,,,None,1000984505,,,,No,Asphalt,2,Surrey,,Local,Road,Boundary Dr W,,50,Open,,,
6765,,,None,1000984541,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6766,,,None,1000984548,,,,No,Asphalt,2,Surrey,,Local,Road,122A St,,50,Open,,,
6767,,,None,1000984573,,,,No,Asphalt,2,Surrey,,Local,Road,144A St,,50,Open,,,
6768,,,None,1000984574,,,,No,Asphalt,2,Surrey,,Local,Road,153 St,,50,Open,,,
6769,,20030612,None,1000984588,,,,No,Asphalt,2,Surrey,,Arterial,Road,168 St,30,60,Open,,,
6770,,,None,1000984613,,,,No,Asphalt,2,Surrey,,Local,Road,81 Ave,,50,Open,,,
6771,,,None,1000984664,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6772,,,None,1000984729,,,,No,Asphalt,2,Surrey,,Local,Road,106 Ave,,50,Open,,,
6773,,,None,1000984745,,,,No,Asphalt,2,Surrey,,Arterial,Road,92 Ave,30,50,Open,,,
6774,,,None,1000978313,,,,No,Asphalt,2,Surrey,,Local,Road,157 St,,50,Open,,,
6775,,,None,1000978382,,,,No,Asphalt,2,Surrey,,Local,Road,31 Ave,,50,Open,,,
6776,,,None,1000978404,,,,No,Asphalt,2,Surrey,,Local,Road,106A Ave,,50,Open,,,
6777,,,None,1000978438,,,,No,Asphalt,2,Surrey,,Local,Road,196 St,24,50,Open,,,
6778,,,None,1000978498,,,,No,Asphalt,2,Surrey,,Local,Road,68A Ave,,50,Open,,,
6779,,,None,1000978523,,,,No,Asphalt,2,Surrey,,Collector,Road,City Parkway,24,50,Open,CITY CENTRE - CONTRACT CURBS,,
6780,,,None,1000978603,,,,No,Asphalt,2,Surrey,,Local,Road,139 St,,50,Open,,,
6781,,,None,1000978619,,,,No,Asphalt,2,Surrey,,Collector,Road,124 St,24,50,Open,,,
6782,,,None,1000978631,,,,No,Asphalt,2,Surrey,,Local,Road,169 St,,50,Open,,,
6783,,,,1001121458,No,,,No,Asphalt,2,Surrey,,Local,Road,149 St,,50,Open,,,
6784,,,,1001122628,No,,,No,Asphalt,2,Surrey,,Local,Road,190 St,,50,Open,,,
6785,,,,1001122769,No,,,No,Asphalt,2,Surrey,,Local,Road,21 Ave,,50,Open,,,
6786,,,,1001123732,No,,,No,Asphalt,2,Surrey,,Local,Road,79 Ave,,50,Open,,,
6787,,,,1001123733,No,,,No,Asphalt,2,Surrey,,Local,Road,162 St,,50,Open,,,
6788,,,,1001124300,No,,,No,Asphalt,2,Surrey,,Collector,Road,194A St,24,50,Open,,,
6789,Unique Local Road,,,1001124301,No,,,No,Asphalt,2,Surrey,,Local,Road,73 Ave,22,50,Open,,,
6790,Unique Local Road,,,1001124302,No,,,No,Asphalt,2,Surrey,,Local,Road,73 Ave,22,50,Open,,,
6791,,,None,1000979394,,,,No,Asphalt,2,Surrey,,Local,Road,165 St,,50,Open,,,
6792,,,None,1000979405,,,,No,Asphalt,2,Surrey,,Local,Road,125A St,,50,Open,,,
6793,,,None,1000979456,,,,No,Asphalt,2,Surrey,,Arterial,Road,92 Ave,30,50,Open,,,
6794,,20061030,None,1000979467,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
6795,,,None,1000979528,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,Fraser Hwy,42,60,Open,TRANSLINK - T5 CURBS,Dangerous Goods Routes,
6796,,20040305,None,1000979604,,,,No,Asphalt,2,Surrey,,Collector,Road,164 St,24,50,Open,,,
6797,,,None,1000979635,,,,No,Asphalt,2,Surrey,,Arterial,Road,100 Ave,30,60,Open,NORTH GUILDFORD,,
6798,,,None,1000979641,,,,No,Asphalt,2,Surrey,,Local,Road,95A Ave,,50,Open,,,
6799,,,None,1000979655,,,,No,Asphalt,2,Surrey,,Local,Road,129 St,,50,Open,,,
