,BAFFLES_END1,BAFFLES_END2,BIKE_INFRASTRUCTURE_TYPE,BIKE_NETWORK,COMMENTS,CORRIDOR_FUNCTION,CORRIDOR_NAME,CORRIDOR_TYPE,DESCRIPTION,EQ_NO,FACILITYID,FENCING_SIDE1,FENCING_SIDE2,HABITAT,LEGACYID,LENGTH,LOCATION,MAINTENANCE_RESPONSIBILITY,MATERIAL,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,OPERATOR,OWNER,PARK_OWNERSHIP,PRK_BRIDGE_SPECIAL_FEATURES,PRK_TRAIL_SERVICE_CLASS,PROJECT_NO,RAILINGS_MATERIAL1,RAILINGS_MATERIAL2,REFERENCE_NO,ROUTE_TYPE2,STATUS,TREES_PLANTED,USE_LEVEL,WIDTH,YR
1386,,,,,(lbob new) ,Recreation,,,"T3 Trail;  Queen Mary Park, 8972 Queen Mary Blvd",,1001484522,,,,,,From walkway in southwest to open area near playg*,Parks,Gravel,"Queen Mary Park, 8972 Queen Mary Blvd",Park,Parks,Parks,Surrey,,,A,,,,T3,Nature Trail,In Service,No,,1.5,2009
1387,,,,,(lbob new) ,,,,"P5 Path; Hillcrest Park, 6530 185 St",,1001485494,,,,,,from P2 to P5,Parks,Asphalt,"Hillcrest Park, 6530 185 St",Park,Parks,Parks,Surrey,,,,,,,P5,General Access and Recreation,In Service,No,,2,2009
1388,,,,,(lbob new) ,,,,"P1 Path; 74A - Greenbelt, 6133 - Killarney Dr",,1001485510,,,,,,At Killarney Ct. Entrance,Parks,Asphalt,"74A - Greenbelt, 6133 Killarney Dr",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1389,,,,,(lbob new) ,,,,"P5 Path; Bolivar Park, 13591 - Crestview Dr",,1001485521,,,,,,from parking lot to west middle diamond and P1,Parks,Asphalt,"Bolivar Park, 13591 Crestview Dr",Park,Parks,Parks,Surrey,,,,,,,P5,General Access and Recreation,In Service,No,,,2009
1390,,,,,(lbob new) ,,,,"P4 Path; Redwood Park, 17900 20 Ave",,1001485538,,,,,,from P1 along edge of universal playground,Parks,Gravel,"Redwood Park, 17900 20 Ave",Park,Parks,Parks,Surrey,,,,,,,P4,General Access and Recreation,In Service,No,,,2009
1391,,,,,(lbob new) ,,,,"T8 Trail; Crescent Park, 2585 132 St",,1001485546,,,,,,From T6 to north edge of parking lot,Parks,Gravel,"Crescent Park, 2585 132 St",Park,Parks,Parks,Surrey,,,A,,,,T8,Vehicle Access,In Service,No,,2.8000000000000003,2009
1392,,,,,(lbob new) ,,,,"P2 Path; Elgin Heritage Park, 13723 - Crescent Rd",,1001485563,,,,,,from Stewart Farmhouse throughout passive area to*,Parks,Limestone,"Elgin Heritage Park, 13723 Crescent Rd",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
1393,,,,,(lbob new) ,,,,"P1 Path; Fraser Heights Park, 10588 160 St",,1001485572,,,,,,from just E of Tennis Courts on 108 Ave to forest*,Parks,Limestone,"Fraser Heights Park, 10588 160 St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1394,,,,,(lbob new) ,,,,"P3 Path; Fraser Heights Park, 10588 160 St",,1001485574,,,,,,from 16154 Brookside Ct entrance to grass area S,Parks,Asphalt,"Fraser Heights Park, 10588 160 St",Park,Parks,Parks,Surrey,,,,,,,P3,General Access and Recreation,In Service,No,,,2009
1395,,,,,(lbob new) ,,,,"P14 Path; Cloverdale Athletic Park, 6330 168 St",,1001485584,,,,,,from the N end of synthetic field #1 to N end of *,Parks,Asphalt,"Cloverdale Athletic Park, 6330 168 St",Park,Parks,Parks,Surrey,,,,,,,P14,General Access and Recreation,In Service,No,,,2009
1396,,,Mountain Bike Intermediate,,,,,,"T21 Trail; Invergarry Park, 14400 Currie Dr",,1001902098,,,,,,in the bike park,Parks,Dirt,"Invergarry Park, 14400 Currie Dr",Park,Parks,Parks,,,,A,,,,T21,Off Road Bike Recreation Trail,In Service,,,,
1397,,,,,,,Wood Duck Lane,,"P13 Path; The Glades, 561 172 St",,1001744870,,,,,,in the park,Parks,Mulch,"The Glades, 561 172 St",,Parks,Parks,,,,,,,,P13,General Access and Recreation,In Service,,,,
1398,,,Mountain Bike Beginner,,,,,,"T22 Trail (Little Shredder Trail); Invergarry Park, 14400 Currie Dr",,1001902099,,,,,,inthe bike park,Parks,Dirt,"Invergarry Park, 14400 Currie Dr",Park,Parks,Parks,,,,A,,,,T22,Off Road Bike Recreation Trail,In Service,,,,
1399,,,,,,,Magnolia Walk,,"P14 Path; The Glades, 561 172 St",,1001744852,,,,,,in the park,Parks,Mulch,"The Glades, 561 172 St",,Parks,Parks,,,,,,,,P14,General Access and Recreation,In Service,,,,
1400,,,,,,,Indian Way,,"P15 Path; The Glades, 561 172 St",,1001744843,,,,,,in the park,Parks,Mulch,"The Glades, 561 172 St",,Parks,Parks,,,,,,,,P15,General Access and Recreation,In Service,,,,
1401,,,,,,,Oxalis Trail,,"P16 Path; The Glades, 561 172 St",,1001744844,,,,,,in the park,Parks,Mulch,"The Glades, 561 172 St",,Parks,Parks,,,,,,,,P16,General Access and Recreation,In Service,,,,
1402,,,,,,,Mitzie's Way,,"P17 Path; The Glades, 561 172 St",,1001744845,,,,,,in the park,Parks,Mulch,"The Glades, 561 172 St",,Parks,Parks,,,,,,,,P18,General Access and Recreation,In Service,,,,
1403,,,,,,Recreation,,,"T3 Trail; Coast Meridian Park, 8225 170 St",,1001900713,,,,,,From 170 St into park,Parks,Gravel,"Coast Meridian Park, 8225 170 St",Park,Parks,Parks,Surrey,,,A,,,,T3,Nature Trail,In Service,,,1.5,
1404,,,,,,Recreation,,,"T1 Trail; Beaver Creek Park, 12270 66 Ave",,1001901569,,,,,,East/West from P1 to school grounds,Parks,Gravel,"Beaver Creek Park, 12270 66 Ave",Park,Parks,Parks,,,,B1,,,,T1,Nature Trail,In Service,,,,
1405,,,Mountain Bike Advanced,,,,,,"T15 Trail (Excitabike Trail); Invergarry Park, 14400 Currie Dr",,1001902094,,,,,,In the bike park,Parks,Dirt,"Invergarry Park, 14400 Currie Dr",Park,Parks,Parks,Surrey,,,A,,,,T15,Off Road Bike Recreation Trail,In Service,,,,
1406,,,Mountain Bike Beginner,,,,,,"T16 Trail (Walkback Trail); Invergarry Park, 14400 Currie Dr",,1001902095,,,,,,In the bike park,Parks,Dirt,"Invergarry Park, 14400 Currie Dr",Park,Parks,Parks,Surrey,,,A,,,,T16,Off Road Bike Recreation Trail,In Service,,,,
1407,,,Mountain Bike Intermediate,,,,,,"T20 Trail (Excitabike Trail); Invergarry Park, 14400 Currie Dr",,1001902097,,,,,,in the bike park,Parks,Dirt,"Invergarry Park, 14400 Currie Dr",Park,Parks,Parks,,,,A,,,,T20,Off Road Bike Recreation Trail,In Service,,,,
1408,,,,,,Recreation,,,"T2 Trail; Semiahmoo Trail - 123A, 15109 23A Ave",,1001803032,,,,,,spur off T1 to new development,Parks,Gravel,"Semiahmoo Trail - 123A, 15109 23A Ave",Park,Parks,Parks,Surrey,,,A,,,,T2,Nature Trail,In Service,,,,
1409,,,,,(lbob new) ,,,,"P1 Path; Princess Margaret Park, 7044 - 128 St",,1001485700,,,,,,from parking lot to playground,Parks,Asphalt,"Princess Margaret Park, 7044 128 St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1410,,,,,(lbob new) ,,,,"P2 Path; Unwin Park, 13313 - 68 Ave",,1001953967,,,,1001486011,,around playgrounds and caretakers residence,Parks,Other,"Unwin Park, 13313 68 Ave",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
1411,,,,,,,,,"P7 Path; Elgin Heritage Park, 13723 - Crescent Rd",,1001970721,,,,,,,Parks,Gravel,"Elgin Heritage Park, 13723 Crescent Rd",Park,Parks,Parks,Surrey,,,,,,,P7,General Access and Recreation,In Service,,,,
1412,,,,,,,,,"P8 Path; Bolivar Park, 13591 - Crestview Dr",,1001971415,,,,,,from parking lot to P5,Parks,Gravel,"Bolivar Park, 13591 Crestview Dr",Park,Parks,Parks,Surrey,,,,,,,P8,General Access and Recreation,In Service,,,,
1413,,,,,,,,,"P9 Path; Bolivar Park, 13591 - Crestview Dr",,1001971416,,,,,,from parking lot to off leash area,Parks,Gravel,"Bolivar Park, 13591 Crestview Dr",Park,Parks,Parks,,,,,,,,P9,General Access and Recreation,In Service,,,,
1414,,,,,,,,,"P1 Path; Kwomais Point Park, 1367 128 St",,1001971733,,,,1001971721,,northern trail to parking lot,Parks,Gravel,"Kwomais Point Park, 1367 128 St",Park,Parks,Parks,,,,,,,,P1,General Access and Recreation,In Service,,,,
1415,,,,,,,,,"P2 Path; Kwomais Point Park, 1367 128 St",,1001971745,,,,1001971721,,southern trail to parking lot and 128 St,Parks,Gravel,"Kwomais Point Park, 1367 128 St",Park,Parks,Parks,,,,,,,,P2,General Access and Recreation,In Service,,,,
1416,,,,,,Recreation,,,"T2 Trail Bose Forest Park, 6203 164 St",,1001972563,,,,1001936116,,61A Ave entrance to clearing,Parks,Gravel,"Bose Forest Park, 6203 164 St",,Parks,Parks,,,,B1,,,,T2,Nature Trail,In Service,,,1.2,
1417,,,,,,Nature Trail,,,"T4 Trail Bose Forest Park, 6203 164 St",,1001972565,,,,1001936118,,from T1 vehicle access to clearing,Parks,Gravel,"Bose Forest Park, 6203 164 St",,Parks,Parks,,,,B1,,,,T4,Nature Trail,In Service,,,1.2,
1418,,,,,,Recreation,,,"T4 Trail Bose Forest Park, 6203 164 St",,1001972566,,,,1001936118,,from T1 vehicle access to clearing,Parks,Gravel,"Bose Forest Park, 6203 164 St",,Parks,Parks,,,,B1,,,,T4,Nature Trail,In Service,,,1.2,
1419,,,,,1.5m boardwalk - PT wood deck with typ. pre-cast concrete supports,,,,"Boardwalk #2; Bose Forest Park, 6203 164 St",,1001881471,,,,,,,Parks,Wooden,"Bose Forest Park, 6203 164 St",Park,Parks,,,,,,,,,2,Walkway,In Service,,,,
1420,,,,,(lbob new) ,Recreation,,,"T10 Trail; Bridlewood Park, 2144 134 St",,1001485058,,,,,,138A St to T8,Parks,Asphalt,"Bridlewood Park, 2144 134 St",Park,Parks,Parks,Surrey,,,B2,,,,T10,Nature Trail,In Service,No,,,2009
1421,,,,,1.5m boardwalk - PT wood deck with typ. pre-cast concrete supports,,,,"Boardwalk #3; Bose Forest Park, 6203 164 St",,1001881472,,,,,,,Parks,Wooden,"Bose Forest Park, 6203 164 St",Park,Parks,,,,,,,,,3,Walkway,In Service,,,,
1422,,,,,(lbob new) ,Recreation,,,"T24 Trail; Crescent Park, 2585 132 St",,1001485063,,,,,,"From pond in park middle, southeast to grass field",Parks,Gravel,"Crescent Park, 2585 132 St",Park,Parks,Parks,Surrey,,,A,,,,T24,Nature Trail,In Service,No,,1.8,2009
1423,,,,,(lbob new) ,,,,"P2 Path; 78B - Utility ROW, 6030 184 St",,1001485806,,,,,,from P1 to P3,Parks,Asphalt,"78B - Utility ROW, 6030 184 St",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
1424,,,,,(lbob new) ,,,,"P3 Path; 78B - Utility ROW, 6030 184 St",,1001485807,,,,,,from 60a Ave to P2,Parks,Concrete,"78B - Utility ROW, 6030 184 St",Park,Parks,Parks,Surrey,,,,,,,P3,General Access and Recreation,In Service,No,,,2009
1425,,,,,(lbob new) ,,,,"P5 Path; Greenaway Park, 17905 60 Ave",,1001485809,,,,,,from parking lot to P6 at NW corner of pool,Parks,Asphalt,"Greenaway Park, 17905 60 Ave",Park,Parks,Parks,Surrey,,,,,,,P5,General Access and Recreation,In Service,No,,,2009
1426,,,,,(lbob new) ,,,,"P1 Path; Beaver Creek Park, 12270 66 Ave",,1001485819,,,,,,from 66 Ave to north and south access points to s*,Parks,Asphalt,"Beaver Creek Park, 12270 66 Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,2.5,2009
1427,,,,,(lbob new) Needs widening and resurfacing,Recreation,,,"T10 Trail;  Redwood Park, 17900 20 Ave",,1001484539,,,,,,From 180 St to parking,Parks,Gravel,"Redwood Park, 17900 20 Ave",Park,Parks,Parks,Surrey,,,A,,,,T10,Nature Trail,In Service,No,,1.4000000000000001,2009
1428,,,,,(lbob new) ,Recreation,,,"T1 Trail; 122G - Greenbelt, 13741 20 Ave",,1001484541,,,,,,From 20 Ave. to 20A Ave. through park,Parks,Gravel,"122G - Greenbelt, 13741 20 Ave",Park,Parks,Parks,Surrey,,,B2,,,,T1,Nature Trail,In Service,No,,1.8,2009
1429,,,,,(lbob new) ,Recreation,,,"T4 Trail; Bolivar Park, 13591 Crestview Dr",,1001484544,,,,,,Northwest corner of park to T6,Parks,Gravel,"Bolivar Park, 13591 Crestview Dr",Park,Parks,Parks,Surrey,,,B2,,,,T4,Nature Trail,In Service,No,,1.8,2009
1430,,,,,(lbob new) ,Recreation,,,"T1 Trail; Bolivar Park, 13591 Crestview Dr",,1001484546,,,,,,"Southeast edge of forest, loop thru forest, to ne*",Parks,Gravel,"Bolivar Park, 13591 Crestview Dr",Park,Parks,Parks,Surrey,,,B2,,,,T1,Nature Trail,In Service,No,,1.4000000000000001,2009
1431,,,,,(lbob new) ,Recreation,,,"T1 Trail; Fleetwood Park, 15802 80 Ave",,1001484548,,,,,,From playground to ball fields,Parks,Gravel,"Fleetwood Park, 15802 80 Ave",Park,Parks,Parks,Surrey,,,A,,,,T1,Nature Trail,In Service,No,,1.6,2009
1432,,,,,(lbob new) ,Recreation,,,"T3 Trail; Fleetwood Park, 15802 80 Ave",,1001484549,,,,,,From picnic area to T2,Parks,Dirt,"Fleetwood Park, 15802 80 Ave",Park,Parks,Parks,Surrey,,,A,,,,T3,Nature Trail,In Service,No,,2,2009
1433,,,,,(lbob new) ,Recreation,,,"T1 Trail;  Royal Kwantlen Park, 13035 104 Ave",,1001484552,,,,,,From Old Yale Road to north parking lot,Parks,Dirt,"Royal Kwantlen Park, 13035 104 Ave",Park,Parks,Parks,Surrey,,,B1,,,,T1,Nature Trail,In Service,No,,1.2,2009
1434,,,,,(lbob new) needs widening and surfacing,Recreation,,,"T3 Trail;  Royal Kwantlen Park, 13035 104 Ave",,1001484554,,,,,,From T1 to T4,Parks,Dirt,"Royal Kwantlen Park, 13035 104 Ave",Park,Parks,Parks,Surrey,,,B1,,,,T3,Nature Trail,In Service,No,,1.2,2009
1435,,,,,(lbob new) ,Recreation,,,"T1 Trail; Charles Richardson Nature Reserve, 16934 88 Ave",,1001484595,,,,,,From Wildwood Pl to 87 Ave,Parks,Asphalt,"Charles Richardson Nature Reserve, 16934 88 Ave",Park,Parks,Parks,Surrey,,,B2,,,,T1,Nature Trail,In Service,No,,,2009
1436,,,,,(lbob new) ,Recreation,,,"P4 Trail; Morningside Park, 8229 150 St",,1001484602,,,,,,from southeast grass area to T1,Parks,Asphalt,"Morningside Park, 8229 150 St",Park,Parks,Parks,Surrey,,,B1,,,,P4,General Access and Recreation,In Service,No,,,2009
1437,,,,,(lbob new) ,,,,"P1 Path; Shannon Hill Park, 18320 54 Ave",,1001485561,,,,,,throughout site,Parks,Asphalt,"Shannon Hill Park, 18320 54 Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1438,,,Mountain Bike Beginner,,,,,,"T17 Trail; Invergarry Park, 14400 Currie Dr",,1001902100,,,,,,in the bike park,Parks,Dirt,"Invergarry Park, 14400 Currie Dr",Park,Parks,Parks,,,,A,,,,T17,Off Road Bike Recreation Trail,In Service,,,,
1439,,,Mountain Bike Beginner,,,,,,"T23 Trail; Invergarry Park, 14400 Currie Dr",,1001902101,,,,,,in the bike park,Parks,Dirt,"Invergarry Park, 14400 Currie Dr",Park,Parks,Parks,,,,A,,,,T23,Off Road Bike Recreation Trail,In Service,,,,
1440,,,Mountain Bike Beginner,,,,,,"T18 Trail: Invergarry Park, 14400 Currie Dr",,1001902102,,,,,,in the bike park,Parks,Dirt,"Invergarry Park, 14400 Currie Dr",Park,Parks,Parks,,,,A,,,,T18,Off Road Bike Recreation Trail,In Service,,,,
1441,,,Mountain Bike Beginner,,,,,,"T19 Trail: Invergarry Park, 14400 Currie Dr",,1001902103,,,,,,in the bike park,Parks,Dirt,"Invergarry Park, 14400 Currie Dr",Park,Parks,Parks,,,,A,,,,T19,Off Road Bike Recreation Trail,In Service,,,,
1442,,,,,,Nature Trail,,,"T1 Trail; Princess Margaret Park, 7044 - 128 St",,1001904145,,,,,,,Parks,,"Princess Margaret Park, 7044 - 128 St",Park,Parks,Parks,,,,C,,,,T1,Nature Trail,In Service,,,,
1443,,,,,,,Little Campbell Path,,"P19 Path; The Glades, 561 172 St",,1001744853,,,,,,in the park,Parks,Mulch,"The Glades, 561 172 St",,Parks,Parks,,,,,,,,P19,General Access and Recreation,In Service,,,,
1444,,,,,,,Three Amigos Path,,"P20 Path; The Glades, 561 172 St",,1001744846,,,,,,in the park,Parks,Mulch,"The Glades, 561 172 St",,Parks,Parks,,,,,,,,P20,General Access and Recreation,In Service,,,,
1445,,,,,,,,,"P2 Path Bose Forest Park, 6203 164 St",,1001972567,,,,,,from parking lot to strata entrance,Parks,Gravel,"Bose Forest Park, 6203 164 St",,Parks,Parks,,,,,,,,P2,General Access and Recreation,In Service,,,,
1446,,,,,(lbob new) ,,,,"P1 Path; 68B - Greenbelt, 6688 184A St",,1001990239,,,,1001485914,,from SW corner to E side of site,Parks,Asphalt,"68B - Tot-Lot, 6688 184A St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1447,,,,,(lbob new) ,,,,"P1 Path; Clayton Park, 18513 - 70 Ave",,1001485917,,,,,,around passive area,Parks,Asphalt,"Clayton Park, 18513 70 Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1448,,,,,(lbob new) ,,,,"P1 Path; Don Christian Park, 6220 184 St",,1001990523,,,,1001485959,,throughout passive area,Parks,Asphalt,"Don Christian Park, 6220 184 St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1449,,,,,(lbob new) ,,,,"P1 Path; Don Christian Park, 6220 184 St",,1001990526,,,,1001485959,,throughout passive area,Parks,Asphalt,"Don Christian Park, 6220 184 St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1450,,,,,(lbob new) ,,,,"P1 Path; Don Christian Park, 6220 184 St",,1001990529,,,,1001485959,,throughout passive area,Parks,Asphalt,"Don Christian Park, 6220 184 St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1451,,,,,(lbob new) ,,,,"P6 Path; Robertson Drive Park, 12730 - 92 Ave",,1001485394,,,,,,from Buchanan Pl entrance to P1,Parks,Concrete,"Robertson Drive Park, 12730 92 Ave",Park,Parks,Parks,Surrey,,,,,,,P6,General Access and Recreation,In Service,No,,,2009
1452,,,,,(lbob new) ,,,,"P2 Path; Cloverdale Athletic Park, 6330 - 168 St",,1001485644,,,,,,E portion of site from 64 Ave to 62 Ave to P1,Parks,Asphalt,"Cloverdale Athletic Park, 6330 168 St",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
1453,,,,,(lbob new) ,,,,"T5 Trail; Hawthorne Park, 10503 144 St",,1001485588,,,,,,T4 to condos on west edge,Parks,Gravel,"Hawthorne Park, 10503 144 St",Park,Parks,Parks,Surrey,,,A,,,,T5,Vehicle Access,In Service,No,,,2009
1454,,,,,(lbob new) ,,,,"T3 Trail; Hawthorne Park, 10503 144 St",,1001485589,,,,,,connects T2 to T1,Parks,Gravel,"Hawthorne Park, 10503 144 St",Park,Parks,Parks,Surrey,,,A,,,,T3,Vehicle Access,In Service,No,,,2009
1455,,,,,(lbob new) ,,,,"P2 Path; 60E - Utility ROW, 12485 69a Ave",,1001485592,,,,,,from Serpentine Greenway between ponds to P1,Parks,Asphalt,"60E - Utility ROW, 12485 69a Ave",Park,Parks,Parks,Surrey,,,,,,,P2,Vehicle Access,In Service,No,,,2009
1456,,,,,(lbob new) ,,,,"P8 Path; Bear Creek Park, 13750 - 88 Ave",,1001485597,,,,,,from P7 to forest edge,Parks,Limestone,"Bear Creek Park, 13750 88 Ave",Park,Parks,Parks,Surrey,,,,,,,P8,Vehicle Access,In Service,No,,,2009
1457,,,,,(lbob new) ,,,,"P1 Path; A.J. McLellan Park, 16584 62a Ave",,1001485607,,,,,,thru park site and to school,Parks,Asphalt,"A.J. McLellan Park, 16584 62a Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1458,,,,,(lbob new) ,,,,"P1 Path; 21B - Detention Pond, 9645 129 St",,1001485612,,,,,,along north side of site,Parks,Gravel,"21B - Detention Pond, 9645 129 St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1459,,,,,(lbob new) ,,,,"P2 Path; North Surrey Community Park, 15848 - 97A Ave",,1001485617,,,,,,97 Ave cul-de-sac to park,Parks,Concrete,"North Surrey Community Park, 15848 97A Ave",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
1460,,,,,(lbob new) ,,,,"P1 Path; Lionel Courchene Park, 9900 154 St",,1001485618,,,,,,from 99a Ave entrance to park site,Parks,Asphalt,"Lionel Courchene Park, 9900 154 St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1461,,,,,(lbob new) Undeveloped at present; surface will be grass overdrivable 'honeycomb' geotextile,,,,"T2 Trail; Coast Meridian Park, 8225 170 St",,1001485633,,,,,,Far northwest corner of park,Parks,Dirt,"Coast Meridian Park, 8225 170 St",Park,Parks,Parks,Surrey,,,A,,,,T2,Vehicle Access,In Service,No,,2.6,2009
1462,,,,,,,Matilda's Way,,"P24 Path; The Glades, 561 172 St",,1001744849,,,,,,in the park,Parks,Mulch,"The Glades, 561 172 St",,Parks,Parks,,,,,,,,P24,General Access and Recreation,In Service,,,,
1463,,,,,,,Forest Lane,,"P25 Path; The Glades, 561 172 St",,1001744850,,,,,,in the park,Parks,Mulch,"The Glades, 561 172 St",,Parks,Parks,,,,,,,,P25,General Access and Recreation,In Service,,,,
1464,,,,,,,Heritage Shortcut,,"P21 Path; The Glades, 561 172 St",,1001744847,,,,,,in the park,Parks,Mulch,"The Glades, 561 172 St",,Parks,Parks,,,,,,,,P21,General Access and Recreation,In Service,,,,
1465,,,,,,,Bent Tree,,"P26 Path; The Glades, 561 172 St",,1001744851,,,,,,in the park,Parks,Mulch,"The Glades, 561 172 St",,Parks,Parks,,,,,,,,P26,General Access and Recreation,In Service,,,,
1466,,,,,,,Huckleberry Lane,,"P27 Path; The Glades, 561 172 St",,1001744854,,,,,,in the park,Parks,Mulch,"The Glades, 561 172 St",,Parks,Parks,,,,,,,,P27,General Access and Recreation,In Service,,,,
1467,,,,,,,Meditation Way,,"P22 Path; The Glades, 561 172 St",,1001744866,,,,,,in the park,Parks,Mulch,"The Glades, 561 172 St",,Parks,Parks,,,,,,,,P22,General Access and Recreation,In Service,,,,
1468,,,,,,,Shady Lane,,"P23 Path; The Glades, 561 172 St",,1001744848,,,,,,in the park,Parks,Mulch,"The Glades, 561 172 St",,Parks,Parks,,,,,,,,P23,General Access and Recreation,In Service,,,,
1469,,,,,,,Murray Lane,,"P28 Path; The Glades, 561 172 St",,1001744867,,,,,,in the park,Parks,Mulch,"The Glades, 561 172 St",,Parks,Parks,,,,,,,,P28,General Access and Recreation,In Service,,,,
1470,,,,,,,Deer Trail,,"P29 Path; The Glades, 561 172 St",,1001744868,,,,,,in the park,Parks,Mulch,"The Glades, 561 172 St",,Parks,Parks,,,,,,,,P29,General Access and Recreation,In Service,,,,
1471,,,,,(lbob new) ,,,,"P8 Path; Huntington Park, 13111 21b Ave",,1001879203,,,,,,throughout site from 20 Ave to playground area to*,Parks,Gravel,"Huntington Park, 13111 21b Ave",Park,Parks,Parks,Surrey,,,,,,,P8,General Access and Recreation,In Service,No,,,2009
1472,,,,,(lbob new) ,,,,"P9 Path; Huntington Park, 13111 21b Ave",,1001879192,,,,,,connecting P3 to playground site,Parks,Gravel,"Huntington Park, 13111 21b Ave",Park,Parks,Parks,Surrey,,,,,,,P9,General Access and Recreation,In Service,No,,,2009
1473,,,,,(lbob new) ,,,,"P3 Path; Huntington Park, 13111 21b Ave",,1001485799,,,,,,throughout site from 20 Ave to playground area to*,Parks,Asphalt,"Huntington Park, 13111 21b Ave",Park,Parks,Parks,Surrey,,,,,,,P3,General Access and Recreation,In Service,No,,,2009
1474,,,,,(lbob new) Bridge on trail not wide enough for a vehicle to cross,,,,"T3 Trail; Chantrell Creek Park, 13741 24 Ave",,1001485402,,,,,,From southwest corner of park to northwest corner*,Parks,Gravel,"Chantrell Creek Park, 13741 24 Ave",Park,Parks,Parks,Surrey,,,B1,,,,T3,Vehicle Access,In Service,No,,2.7,2009
1475,,,,,(lbob new) ,Recreation,,,"T2 Trail; Dogwood Park, 13485 20 Ave",,1001485404,,,,,,Northwest cornerof park to T4,Parks,Gravel,"Dogwood Park, 13485 20 Ave",Park,Parks,Parks,Surrey,,,A,,,,T2,Nature Trail,In Service,No,,3,2009
1476,,,,,(lbob new) ,Recreation,,,"T12 Trail; Dogwood Park, 13485 20 Ave",,1001485407,,,,,,Short T4 to T11 connector near where T11 runs int*,Parks,Gravel,"Dogwood Park, 13485 20 Ave",Park,Parks,Parks,Surrey,,,A,,,,T12,Nature Trail,In Service,No,,2.8000000000000003,2009
