,AMANDA_ROWID,DESCRIPTION,PROJECT_NO,STATUS,WEBLINK
6568,881385,Development Permit and Development Variacne Permit in order to permit signage improvements for a new tenant and to coordinate future fascia signs for the King's Cross Shopping Centre.,07-0240-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0240
6569,881396,Rezoning from RA to RF-12 in order to allow subdivision into approximately 6 RF-12 lots.,07-0241-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0241
6570,881653,Development Variance Permit in order to relax the front yard setback of an existing dwelling to facilitate subdivision for an additional RF lot.,07-0242-00,Closed,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0242
6571,881678,OCP Amendment from Suburban to Multiple Residential; Rezoning from RA to CD (based on RM-30); Development Permit in order to permit a 53 unit townhouse project.,07-0243-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0243
6572,881725,Development Variance Permit in order to waive works and services along 188 Street and to waive road dedication requirements for 188 Street.,07-0244-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0244
6573,881752,Development  Variance Permit in order to allow porches and stairs to encroach within the side yard setback of a recently constructed townhouse development.,07-0245-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0245
6574,881761,To subdivide existing parcel into three residential lots. CLOSED,07-0246-00,Closed,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0246
6575,882351,Development Permit in order to permit the development of a two-storey addition to an existing industrial building.,07-0248-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0248
6576,882427,to permit subdivision into 2 lots. ,07-0250-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0250
6577,882437,To subdivide into 4 half acre residential lots.,07-0251-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0251
6578,882443,Development Variance Permit to increase the maximum height of a structure from 4.0 metres (13.1 ft.) to 6.45 metres (21 ft.) to allow retention of an existing sports court on a RA zoned site.,07-0252-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0252
6579,882513,To permit subdivision into 2 lots,07-0253-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0253
6580,882648,"Rezoning from C-8 to CD (based on C-8), Development Permit and Development Variance Permit in order to permit the development of a two-storey commercial building to accommodate the relocation of a pawnshop.",07-0254-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0254
6581,882655,Development Permit and Development Variance Permit in order to allow additional awnings and to allow the awnings to project 0.9 metre (3.0 ft.) from the building facade.,07-0255-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0255
6582,882687,Development Permit in order to allow an exterior facade upgrade and a new covered outdoor patio display area for an existing retail business.,07-0256-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0256
6583,882910,To permit subdivision into 5 lots. ,07-0257-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0257
6584,883193,Rezoning from RA to RF; Development Variance Permit in order to allow subdivision into 6 single family lots and to relax the setback requirements of the RF Zone to allow tree retention.,07-0258-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0258
6585,883210,to subdivide into two RF lots,07-0259-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0259
6586,883784,Multi tenant industrial building  Building Permit issued March 14/2008,07-0260-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0260
6587,883842,Development Permit in order to permit construction of an industrial building.,07-0261-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0261
6588,883853,Rezoning from RA to RF and Development Variance Permit in order to allow subdivision into 7 single family residential lots.,07-0262-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0262
6589,883869,OCP Amendment from Multiple Residential to Commercial; Rezoning from C-35 and RF to CD (based on C-15); Development Permit in order to establish the appropriate OCP designation for an existing Superstore and to facilitate the construction of additional parking spaces for Superstore.,07-0263-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0263
6590,883948,Rezing to CD (based on C-15) for mixed use development,07-0265-00,Closed,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0265
6591,883953,Rezoning from RH to CD (based on RH-G) in order to allow subdivision into two gross density type suburban residential lots.,07-0266-00,Closed,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0266
6592,884010,"Development Permit for a free standing sign. Closed, inactive and unnecessary see Donald's Email in file",07-0267-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0267
6593,884108,Rezoning from RA to RH; Development Variance Permit in order to allow subdivision into two half-acre single family lots with retention of the existing home. ,07-0268-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0268
6594,884402,Rezoning from RF and RA to CD (based on RM-15); Development Permit in order to permit the development of a 42-unit townhouse complex.  7910-0139-00 DP is for exterior modifications,07-0269-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0269
6595,884404,to permit subdivision into 3 residential lots ,07-0270-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0270
6596,884456,Development Variance Permit to allow subdivision of the parent parcel and to reduce the minimum setback requirements as a result of the subdivision in order to facilitate one of the existing buildings to be subdivided into an air space parcel.,07-0271-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0271
6597,884463,Liquor License Amendment in order to permit patron participation in the form of karaoke at an existing restaurant.,07-0272-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0272
6598,884650,To rezone from RA  to CD(4900 square meter industrial space) and RH-G and develop 10 single family lots,07-0273-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0273
6599,884654,Rezoning from RF to RF-9 in order to allow subdivision into 3 single family small lots.,07-0274-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0274
6600,884662,Development Permit and Development Variance Permit in order to allow the construction of an industrial building.,07-0275-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0275
6601,884699,Development Variance Permit to reduce setbacks for the existing houses to be retained in a proposed subdivision.,07-0276-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0276
6602,884747,Development Permit and Development Variance Permit in order to allow the construction of a multi-tenant industrial building.,07-0277-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0277
6603,884780,To relax the flood-proofing elevation requirements in Crescent Beach,07-0278-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0278
6604,884910,"Development Permit and Development Variance Permit in order to permit the development of a retail commercial building in the northeast quadrant of the Grandview Corners Shopping District, and to permit a canopy sign to be located above a canopy.",07-0279-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0279
6605,884918,To subdivide existing parcel into two single family lots.,07-0280-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0280
6606,884933,Rezoning from CD (By-law No. 16131) and RF to RM-30; Development Permit and Development Variance Permit to allow the construction of approximately 79 townhouse units in the Fleetwood Town Centre.,07-0281-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0281
6607,885140,"Development Permit in order to establish a landscaped buffer as part of a subdivision along the ALR.

ALR fee paid for referral only - transportation use within the ALR (no Amanda folder required)",07-0282-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0282
6608,885150,OCP Amendment from Suburban to Urban; NCP Amendment of a portion from 10-15 upa Special Residential to 10 - 15 upa (Medium Density); Rezoning from RA to RF-9 in order to allow subdivision into 10 single family small lots.,07-0283-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0283
6609,885180,To discharge LUC 342 and rezone to C-15 and add 100.70 square meters to the building,07-0286-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0286
6610,885234,To rezone the properties from residential to CD in order to allow development of a shopping centre of approx. 9015 sq. metres.  ,07-0287-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0287
6611,885245,To rezone from IB-1 to CD in order to develop a 11882 sq. M. industrial building.  CLOSED                              ,07-0288-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0288
6612,885357,Development Permit in order to permit the installation of a new free-standing sign.,07-0289-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0289
6613,885433,Liquor Primary License Relocation in order to permit relocation of a neighbourhood pub with a capacity of 80 persons.,07-0290-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0290
6614,885638,Rezoning from CD to CD; Development Permit in order to permit the development of a gas station with a convenience store and a drive-through pick-up window in an existing shopping centre.,07-0292-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0292
6615,885700,"OCP Amendment from Suburban to Industrial; Rezoning from RA to IB; Development Permit in order to permit the development of a 2,625 square metre (28,256 sq.ft.) office building.",07-0294-00,Closed,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0294
6616,885749,Development Permit and Development Variance Permit in order to permit two multi-tenant industrial buildings and vary the side yard setback.,07-0295-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0295
6617,885873,"Partial NCP Amendment from ""Proposed Transitional Suburban"" to ""Proposed Urban Residential""; Rezoning from RH to CD (based on RF) in order to allow subdivision into 2 single family lots.",07-0298-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0298
6618,885885,Development Variance Permit to vary the maximum permitted height and setbacks in the PA-1 Zone in order to permit the construction of a telecommunications tower within a new church belfry.,07-0299-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0299
6619,885892,,07-0300-00,Closed,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0300
6620,885976,Rezoning from RF to IL; Development Permit and Development Variance Permit in order to permit the development of a light industrial building and relax the front and rear yard setbacks.,07-0301-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0301
6621,885988,Development Permit in order to allow the construction of a multi-tenant industrial building.,07-0302-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=07&seq=0302
